hgnc	chrom	all	syn	mis	non	splice_site	frameshift
BMP7	20	2.37255400231059e-05	7.59165834063492e-06	1.53159829672002e-05	5.24780032461807e-07	2.7364898774328e-07	8.20903884437226e-07
BMP8A	1	2.19686888914869e-05	6.99700437592663e-06	1.4115266653534e-05	5.66369997708917e-07	2.72080854289101e-07	7.65796910720136e-07
BMP8B	1	2.21304576369713e-05	7.02816963980966e-06	1.42494940483295e-05	5.62751899522317e-07	2.72078651004e-07	7.65796910720136e-07
BMPER	7	3.37344077506345e-05	9.77783049887165e-06	2.21090992146171e-05	1.20551931539838e-06	6.20209588931643e-07	1.30356496466324e-06
BMPR1A	10	2.34943955933041e-05	5.65488599173041e-06	1.62498157340719e-05	1.12930671412124e-06	4.38964684122235e-07	1.01282817225334e-06
BMPR1B	4	1.9077987877374e-05	4.639135663227e-06	1.31797477499113e-05	8.51427165670599e-07	3.86272178514025e-07	9.55820958056637e-07
BMPR2	2	4.05487407036334e-05	9.87032543633938e-06	2.81386347761843e-05	1.99358279774972e-06	5.27425893174657e-07	1.97434985172562e-06
BMS1	10	5.28816341856365e-05	1.39649399737569e-05	3.56124990350527e-05	2.36766342973143e-06	9.36531746865554e-07	2.43800852715954e-06
BMX	X	2.55668419298291e-05	6.89871841373188e-06	1.68897798798581e-05	1.01508978909712e-06	7.46761834458617e-07	1.28456255991609e-06
BNC1	15	3.75061532952809e-05	1.02228064653768e-05	2.60628793806148e-05	1.05243581582936e-06	1.52724643388796e-07	1.89073927086461e-06
BNC2	9	4.7375737088927e-05	1.33975246184916e-05	3.1947919907629e-05	1.74109727018217e-06	2.6949652958849e-07	2.09026452058994e-06
BNIP1	5	1.18106553318495e-05	3.20293754718723e-06	7.90090831581338e-06	4.19485203019694e-07	2.6834445693547e-07	5.16865408720584e-07
BNIP2	15	1.07237583291186e-05	2.79005966156877e-06	7.39821539261417e-06	5.35483274843798e-07	NA	8.28504846342231e-07
BNIP3	10	8.64172983282312e-06	2.44468308191334e-06	5.80314178961659e-06	1.7675472717894e-07	1.96873265743205e-07	3.70546892282735e-07
BNIP3L	8	9.84808014512442e-06	3.12887819499743e-06	6.18471192737915e-06	2.95655292191657e-07	2.20832185385429e-07	4.18052904114155e-07
BNIPL	1	1.29686121739209e-05	2.93082573029297e-06	9.10133707637215e-06	6.41781007208592e-07	2.69112163294774e-07	5.24466370612304e-07
BOC	3	5.96987398709993e-05	1.81689018681089e-05	3.91391256344903e-05	1.53963688862569e-06	8.32341801528569e-07	2.11876812765984e-06
BOD1	5	5.82980027728558e-06	1.69903020033196e-06	3.72158739913586e-06	3.28633129624812e-07	6.72483179360297e-08	3.53444728027277e-07
BOD1L1	4	0.000103728179810658	2.9047343763431e-05	7.11074646049669e-05	3.55352887483221e-06	NA	5.79953392433878e-06
BOK	2	1.19169418960042e-05	3.90578357719283e-06	7.7297190665249e-06	1.48926850823041e-07	1.0834056877222e-07	4.04751220804665e-07
BOLA1	1	1.00215070779209e-05	3.30106264369652e-06	6.45622513530993e-06	2.21312902030771e-07	2.51108385221429e-08	2.62233185308556e-07
BOLA2	16	1.09181921712414e-05	3.5297090871347e-06	6.83214806626648e-06	4.41283673308224e-07	8.99751117907247e-08	2.90736792409747e-07
BOLA2B	16	1.09181921712414e-05	3.5297090871347e-06	6.83214806626648e-06	4.41283673308224e-07	8.99751117907247e-08	2.90736792409747e-07
BOLA3	2	3.62087734827758e-06	7.35253229444381e-07	2.55020101087078e-06	2.06959574195683e-07	1.07695440145583e-07	2.05225971113069e-07
BOLL	2	1.04398451920761e-05	2.64399906077708e-06	6.88268188249641e-06	3.87461696311219e-07	5.13000533132744e-07	5.39668294408332e-07
BOP1	8	3.84132964710559e-05	1.2391767683005e-05	2.47497829795266e-05	7.37625077844709e-07	5.15145816132365e-07	1.41947963350445e-06
BORA	13	2.01498094003986e-05	5.38873734650397e-06	1.3633879720864e-05	6.57349621902799e-07	4.42720300787589e-07	1.06413466503256e-06
BPGM	7	1.1147139082999e-05	2.92334074908902e-06	7.81719735397215e-06	3.3495034284655e-07	4.51371150117185e-08	4.94062523045581e-07
BPHL	6	1.26055145578283e-05	3.75474516342333e-06	8.16223537855749e-06	4.21823934686814e-07	2.41596526003648e-07	5.54870218192719e-07
BPI	20	2.39693445260736e-05	7.85475077851204e-06	1.49061423218651e-05	5.5204994843489e-07	6.3144080996774e-07	9.2731735094305e-07
BPIFA1	20	1.02738291760014e-05	3.28002801723662e-06	6.31738354300597e-06	1.59057618267615e-07	5.04077802676631e-07	4.88361801625289e-07
BPIFA2	20	1.14634175757659e-05	3.80704159756157e-06	7.17661527571498e-06	1.94155953235039e-07	2.67747193435083e-07	4.75060118311725e-07
BPIFA3	20	1.0610712164731e-05	3.06429894999195e-06	6.76508273107939e-06	3.73964782793722e-07	3.86562738269781e-07	4.84561320675819e-07
BPIFB1	20	2.17587484991181e-05	6.62244094490905e-06	1.38684328415594e-05	3.83440840971782e-07	8.65615899320317e-07	9.21616629524266e-07
BPIFB2	20	2.3614018747156e-05	7.58359128427516e-06	1.50128853364024e-05	3.68994085199577e-07	6.30547918848563e-07	8.72210377229919e-07
BPIFB3	20	2.39010802989817e-05	7.95581074043007e-06	1.47974308672612e-05	2.95204371371848e-07	8.34633966449219e-07	9.06414705742785e-07
BPIFB4	20	2.98669926323901e-05	9.35206099195329e-06	1.86956817295425e-05	1.04916689756785e-06	7.44985907552255e-07	1.16864789103775e-06
BPIFB6	20	2.02243063114606e-05	5.89346933615451e-06	1.30856236254451e-05	4.84482881508711e-07	7.3992992543132e-07	8.62709174863893e-07
BPIFC	22	2.04868442508035e-05	6.13831189597951e-06	1.30293712314485e-05	5.48267564160258e-07	7.50769005708755e-07	9.65322160405243e-07
BPNT1	1	1.2141010405915e-05	3.1738838897004e-06	8.00863518878032e-06	6.3573007169333e-07	3.09700094147167e-07	5.87174306229509e-07
BPTF	17	0.000108117993019875	2.92928217495857e-05	7.21527856191673e-05	5.39381095509796e-06	1.26550615126151e-06	5.55060242233486e-06
BRAF	7	2.91108490479355e-05	7.41341975821376e-06	1.88966788314702e-05	2.0634352708945e-06	7.19459261706407e-07	1.45748444299063e-06
BRAP	12	2.88449615204422e-05	8.21960162133536e-06	1.87823789846364e-05	1.2297437030346e-06	5.91511531943065e-07	1.12684260062964e-06
BRAT1	7	4.70685115568655e-05	1.63797612352424e-05	2.91494089699807e-05	1.07761434944133e-06	4.43676354862357e-07	1.5619976690161e-06
BRCA1	17	6.43731791789017e-05	1.71641280195141e-05	4.39561018023971e-05	2.30483124154192e-06	9.27352862713155e-07	3.58195329207226e-06
BRCA2	13	0.00011333945778778	3.04206015586209e-05	7.76817723111403e-05	4.10613191545439e-06	1.11767356434835e-06	6.49692217811258e-06
BRCC3	X	1.15940838149424e-05	3.4050684074904e-06	7.4949104754051e-06	6.65157746379891e-07	9.1370996832242e-09	6.02376230025212e-07
BRD1	22	6.94105106485534e-05	2.24124372576958e-05	4.44684022852718e-05	2.01351479896462e-06	4.95208624495681e-07	2.01235466118956e-06
BRD2	6	3.4079386565208e-05	8.90071074892903e-06	2.33298812417472e-05	1.35127636651525e-06	4.84229391151042e-07	1.52399285953655e-06
BRD3	9	4.37124992121685e-05	1.49030325436672e-05	2.75340994314335e-05	8.11697492697241e-07	4.40376453228653e-07	1.38147482406004e-06
BRD4	19	6.97084355857754e-05	2.16400199917501e-05	4.52451006333135e-05	1.80794153065924e-06	9.97336888689271e-07	2.5900277650198e-06
BRD7	16	2.69344500488161e-05	7.636635823563e-06	1.76102746734903e-05	9.74126660415011e-07	6.96719247181465e-07	1.24085702902155e-06
BRD8	5	4.64693460930006e-05	1.2015407359038e-05	3.12757504366735e-05	1.89721869174739e-06	1.26673822936007e-06	2.34869722492906e-06
BRD9	5	2.59393852854983e-05	9.14489831410774e-06	1.5850313372354e-05	3.70877937762477e-07	5.59027505310939e-07	1.13634380301114e-06
BRDT	1	3.11266392819506e-05	8.01157374812421e-06	2.11173413788439e-05	1.28326257364018e-06	7.01421471006978e-07	1.66271041408998e-06
BRE	2	1.51199428979629e-05	3.89074093046058e-06	9.88332152187605e-06	7.68148828145894e-07	5.5695293357767e-07	7.16390658424382e-07
BRF1	14	3.82684189033839e-05	1.29499607536579e-05	2.36649402306688e-05	7.76672675379416e-07	8.58858853850157e-07	1.28836304087615e-06
BRF2	8	2.30617646642516e-05	6.6002960497786e-06	1.47850710473002e-05	1.52050143855917e-06	1.34496972439187e-07	7.98100998771299e-07
BRI3	7	4.04370579633628e-06	1.03964114367092e-06	2.69057974728617e-06	2.34562987788061e-07	6.58319571296745e-08	2.39430299631576e-07
BRI3BP	12	1.47931007833797e-05	4.95237064149178e-06	9.4442795977855e-06	2.84975380498649e-07	9.30820510632017e-08	4.78860599258763e-07
BRICD5	16	1.24450613323258e-05	3.70197319893966e-06	8.08861920860553e-06	3.15485442001534e-07	3.20871134527955e-07	4.35155068375693e-07
BRINP1	9	4.00144415889987e-05	1.08815295201866e-05	2.76351308881674e-05	1.21447968971012e-06	2.69039435761112e-07	1.44798324062226e-06
BRINP2	1	3.57565213263479e-05	9.58115816954535e-06	2.46708646843767e-05	1.22336469081073e-06	2.67567979218976e-07	1.48978853101733e-06
BRINP3	1	3.36731281165623e-05	8.68885725221558e-06	2.33298633296784e-05	1.3729808312651e-06	2.67668547809565e-07	1.45748444299063e-06
BRIP1	17	4.43352522825522e-05	1.11652003967504e-05	3.02727803592446e-05	1.98196054294344e-06	9.00698450201597e-07	2.3753005915804e-06
BRIX1	5	1.4145843024645e-05	3.4119125103319e-06	9.99471575477857e-06	3.55306019881934e-07	3.64374208028414e-07	6.72685127539081e-07
BRK1	3	4.27815727516701e-06	1.15918752201846e-06	3.01419665483084e-06	8.47107225007537e-08	NA	1.44418275967179e-07
BRMS1	11	1.20067827572772e-05	3.26976723787032e-06	7.83635975067538e-06	5.23839215663737e-07	3.57330742369904e-07	4.69359396894547e-07
BRMS1L	14	1.34325258344642e-05	3.63436763485635e-06	8.51616937210933e-06	6.25675691541823e-07	6.36535691063327e-07	6.15677913339686e-07
BROX	1	1.45175298648979e-05	3.76172691474268e-06	9.24456309975611e-06	1.00994904602712e-06	4.87668647337068e-07	7.82899074975745e-07
BRPF1	3	6.4137189841351e-05	1.65861633413226e-05	4.48997403080381e-05	2.10511183765841e-06	5.260713778649e-07	2.32019361781926e-06
BRPF3	6	5.56187979374388e-05	1.45674070303505e-05	3.90509506422368e-05	1.56383260656449e-06	4.22232027215566e-07	2.2916900107247e-06
BRS3	X	1.54664206128319e-05	4.30914342367959e-06	1.04164434530911e-05	6.34009843928506e-07	8.7499577136272e-08	7.60096189305892e-07
BRSK1	19	4.20462811666027e-05	1.25031179299005e-05	2.77217147160814e-05	1.04090969754029e-06	7.80538823312359e-07	1.48028732865754e-06
BRSK2	11	4.1371149172042e-05	1.30667292777717e-05	2.69387580982641e-05	6.37510683398304e-07	7.28151113350732e-07	1.40047722879259e-06
BRWD1	21	8.40015376239431e-05	2.09232616530958e-05	5.7393934612676e-05	3.97264946264235e-06	1.68374557412163e-06	4.31354587425968e-06
BRWD3	X	6.9975081857466e-05	1.65169214528946e-05	4.81405282173615e-05	3.60050625368896e-06	1.70343950356491e-06	3.42613357326128e-06
BSCL2	11	1.98860266915218e-05	5.62063580969109e-06	1.28988932553197e-05	9.39891366481283e-07	4.0873749542746e-07	8.79811339121588e-07
BSDC1	1	1.94406633673233e-05	5.99386292189526e-06	1.25144447515043e-05	5.46271205257664e-07	3.86084488696755e-07	8.51307732022243e-07
BSG	19	2.49464298932683e-05	8.63782104159165e-06	1.55173043529272e-05	3.98322432131451e-07	3.75920082988329e-07	7.3349282267378e-07
BSN	3	0.000194007539494047	5.46504820537513e-05	0.000133310021771567	5.64826800672966e-06	3.77049371418813e-07	7.46224433846839e-06
BSND	1	1.54749693930576e-05	4.87327286520616e-06	1.00740564043332e-05	3.73989011844555e-07	1.35649894549765e-07	6.09977191908273e-07
BSPRY	9	1.70799066504395e-05	5.03598369531033e-06	1.14033156991689e-05	4.49375523170344e-07	1.70431735062855e-07	7.65796910720136e-07
BST1	4	1.13459572162952e-05	3.12816312826479e-06	7.17678963610655e-06	5.71514304255289e-07	4.54167443990289e-07	6.06176710972539e-07
BST2	19	9.46999081938953e-06	3.1365317951757e-06	5.93251134349143e-06	2.51848032100124e-07	1.30102147053996e-07	3.43943525659948e-07
BSX	11	1.61773739040027e-05	5.62017071845314e-06	1.01441052360693e-05	3.0640346747701e-07	8.86979615902926e-08	4.44656270741714e-07
BTAF1	10	6.90527811441424e-05	1.76731510187903e-05	4.62805958491207e-05	3.46069554046758e-06	1.62304428763036e-06	3.51544487549886e-06
BTBD1	15	1.9614325242717e-05	5.72680627639187e-06	1.27102438377292e-05	8.75677781561572e-07	2.81795512731684e-07	9.17816148579363e-07
BTBD10	11	1.97025580904094e-05	4.31403670631065e-06	1.36564426899258e-05	1.39836975934045e-06	3.11356275040952e-07	9.0451446526874e-07
BTBD11	12	5.09040464379795e-05	1.72114982443665e-05	3.17972271978268e-05	1.19802238799577e-06	6.72360369322569e-07	2.09976572294221e-06
BTBD16	10	2.34416678915228e-05	7.01209129011906e-06	1.50854678906096e-05	7.04614250693517e-07	6.19986478267801e-07	9.63421919933296e-07
BTBD17	17	2.42974861817779e-05	8.78490551936716e-06	1.50457714079588e-05	3.74595186192246e-07	7.17127665850706e-08	9.10215186679972e-07
BTBD2	19	3.06958036702309e-05	1.05918937315071e-05	1.91444392115622e-05	6.31826247231042e-07	3.08200688224157e-07	9.99526488923953e-07
BTBD3	20	2.22882466381851e-05	5.8724345158218e-06	1.55204157169916e-05	7.49937314426858e-07	1.28900286108706e-07	9.93825767519028e-07
BTBD6	14	2.55278611548925e-05	8.53084027930329e-06	1.60441104552993e-05	8.48946105235333e-07	8.58613196626032e-08	9.23516869997449e-07
BTBD7	14	4.69695783736507e-05	1.2667039036414e-05	3.16606977294466e-05	2.22368031392354e-06	4.00140264805015e-07	2.152972456182e-06
BTBD8	1	1.41792204064537e-05	3.78222831310857e-06	9.65084086130817e-06	3.77637501360679e-07	3.50695433611015e-07	7.20191139367149e-07
BTBD9	6	2.61849737756403e-05	6.6015332112547e-06	1.80022906512885e-05	1.20375625257609e-06	3.57537279668194e-07	1.16484741011006e-06
BTC	4	6.52532429626058e-06	1.54774569335403e-06	4.68188516383982e-06	1.36750291424949e-07	1.45869668994239e-07	3.40143044712874e-07
BTD	3	2.2887078074356e-05	6.87172836972936e-06	1.53544900898001e-05	5.08496561734283e-07	1.33070825206464e-07	1.03373081745549e-06
BTF3	5	5.97300817283108e-06	1.64225184907856e-06	3.99863402888826e-06	1.25569251388987e-07	1.88713156115884e-07	3.93349777966745e-07
BTF3L4	1	5.34527191894194e-06	1.23827601957945e-06	3.80076461734638e-06	1.11280454764998e-07	1.81354698051608e-07	3.0213823524736e-07
BTG1	12	8.61522605419312e-06	2.41222001978528e-06	5.775876586439e-06	3.70165885519106e-07	4.42357884412442e-08	3.26841361401845e-07
BTG2	1	7.71352706266906e-06	2.59693612753149e-06	4.91931129544909e-06	1.58800180495771e-07	1.91962937144858e-08	3.0213823524736e-07
BTG3	21	9.33062499974002e-06	2.26595572100191e-06	6.49323768865491e-06	4.24075124014373e-07	1.33080725618396e-07	5.64371420560599e-07
BTG4	11	9.08451204190999e-06	2.4233220495704e-06	6.17377012802699e-06	2.89197984755847e-07	1.7772862757588e-07	4.25653866005222e-07
BTK	X	2.67105794458994e-05	6.7757957303318e-06	1.79935525830588e-05	1.16710402562714e-06	7.56205733238865e-07	1.25415871234344e-06
BTLA	3	9.73195695110547e-06	2.56006968575386e-06	6.52753390166068e-06	4.52299566309588e-07	1.79333545688326e-07	5.51069737245511e-07
BTN1A1	6	2.55802083911088e-05	7.75012428994306e-06	1.68351823293346e-05	7.15237103322478e-07	2.66929285255011e-07	1.00142672939994e-06
BTN2A1	6	1.55468854819509e-05	4.38438757314332e-06	1.02588416811792e-05	5.16759063857191e-07	3.7053817001197e-07	6.36580558545321e-07
BTN2A2	6	2.29143239260028e-05	6.4761185604916e-06	1.51472102002254e-05	7.538347125004e-07	5.09987863072991e-07	9.95726007977503e-07
BTN3A1	6	1.43953874658614e-05	4.26848045936719e-06	9.10822483139788e-06	5.59510903545321e-07	4.59171271298489e-07	7.20191139367149e-07
BTN3A2	6	1.50511037129623e-05	4.73890875984479e-06	9.39389126056719e-06	5.11532345537028e-07	3.85343152897907e-07	6.36580558545321e-07
BTN3A3	6	2.54277184492812e-05	7.7283444607851e-06	1.63344302545422e-05	8.67032443755557e-07	4.76482599887383e-07	1.11164067684907e-06
BTNL2	6	2.03465045985406e-05	6.37718005725513e-06	1.30871103885084e-05	6.40258316111634e-07	2.19609913043095e-07	8.66509655795802e-07
BTNL3	5	1.99655468218893e-05	6.10777265204174e-06	1.30488316927309e-05	7.83700457652243e-07	NA	8.87412301018408e-07
BTNL8	5	1.60994009359221e-05	4.62111853695703e-06	1.05883647008536e-05	5.54738241390439e-07	3.13639497805901e-07	6.6128368469823e-07
BTNL9	5	3.00441535547737e-05	1.07241910908259e-05	1.81958573778906e-05	7.51014364177643e-07	3.55550053995263e-07	1.01852889365862e-06
BTRC	10	2.47021802700375e-05	6.10965375084576e-06	1.62261129239591e-05	1.79556555017344e-06	5.5102425203315e-07	1.15154572680287e-06
BUB1	2	3.85537305269403e-05	1.00620605314287e-05	2.59097419601896e-05	1.52174912168024e-06	1.04029412602486e-06	2.06366115394237e-06
BUB1B	15	3.93492992080776e-05	9.81222924548738e-06	2.62083362925253e-05	2.32812361314083e-06	9.81654077851742e-07	1.99715273739994e-06
BUB3	10	1.65767441261499e-05	4.79031771129998e-06	1.07045156776111e-05	6.79448972634941e-07	3.82941533819532e-07	6.251791157012e-07
BUD13	11	2.84806464010633e-05	6.84690055025493e-06	2.01908299401027e-05	1.02455446513715e-06	4.0304006928327e-07	1.17814909342334e-06
BUD31	7	6.99700810599217e-06	1.66774097004142e-06	5.0064188720619e-06	1.69064784596706e-07	1.35755751071604e-07	2.75534868618937e-07
BVES	6	1.41761368638629e-05	3.63709574606452e-06	9.45508968122616e-06	6.83417084261848e-07	3.8045184199404e-07	6.85986810836412e-07
BYSL	6	2.5026924473041e-05	6.72287643824477e-06	1.70880902212061e-05	9.28963501326395e-07	2.68056666415361e-07	8.3230532727819e-07
BZRAP1	17	8.46699769963644e-05	2.45784808828759e-05	5.58700331133222e-05	2.98576725281805e-06	1.21482539629618e-06	3.53064679932862e-06
BZW1	2	1.1814399017573e-05	2.92750052508009e-06	8.43926954284353e-06	4.29773840750137e-07	NA	7.98100998771299e-07
BZW2	7	1.68988806306019e-05	4.92448721469307e-06	1.09282486390622e-05	6.11102196924646e-07	4.21973994104697e-07	7.98100998771299e-07
C10orf10	10	1.01988433532285e-05	2.71980363541026e-06	7.07438719723612e-06	3.65300599929533e-07	1.850903412921e-08	4.04751220804665e-07
C10orf107	10	7.59923209933655e-06	2.08770099932721e-06	4.88396978781362e-06	3.94030026960543e-07	2.20268708075173e-07	3.97150258909501e-07
C10orf11	10	9.09997754285554e-06	2.81346960277056e-06	5.56400562556903e-06	4.7609631383251e-07	2.28581848092419e-07	3.78147854178162e-07
C10orf111	10	7.03549926461107e-06	2.18204038741929e-06	4.6308504567072e-06	1.74042323665106e-07	2.19919852330521e-08	2.96437513824862e-07
C10orf113	10	2.17482840785281e-06	6.15421665441048e-07	1.46477516617684e-06	5.13605248036773e-08	2.52664097194991e-08	1.52019237859785e-07
C10orf118	10	3.17557510665761e-05	7.73586616247225e-06	2.12199455473179e-05	2.17147983534618e-06	6.14845403459974e-07	1.70831618544428e-06
C10orf12	10	4.76516898266008e-05	1.32103955370069e-05	3.26627383840906e-05	1.7389786732943e-06	1.72166546110463e-08	2.37150011064288e-06
C10orf120	10	1.42510278519814e-05	3.41552050833663e-06	9.91153552135796e-06	8.22878781283626e-07	8.80092030212921e-08	6.38480799014183e-07
C10orf128	10	5.10256748579494e-06	1.70140028434513e-06	3.0227963031625e-06	1.3431385656626e-07	2.2367490610717e-07	2.01425490162904e-07
C10orf129	10	6.90888898262303e-06	1.86238619941976e-06	4.66689841057105e-06	2.06555733637713e-07	1.73048638945567e-07	9.14015667627981e-07
C10orf137	10	4.97908766443801e-05	1.44729285124605e-05	3.20282322923297e-05	2.2575590481397e-06	1.01037054919297e-06	2.35439794638529e-06
C10orf2	10	2.9879273475048e-05	7.26580779663748e-06	2.05835583563352e-05	1.89430709038371e-06	1.35600231784212e-07	1.10784019591065e-06
C10orf25	10	6.10017042151184e-06	1.6669072621265e-06	4.06047812584797e-06	3.10483592532384e-07	4.1584367994836e-08	2.33729578210789e-07
C10orf32	10	4.09544108691538e-06	1.20476640355239e-06	2.52909393450272e-06	1.87328602198186e-07	1.47147208709798e-07	2.03325730635933e-07
C10orf35	10	5.92230678776227e-06	1.53590794576143e-06	4.06348974262011e-06	2.5679998168329e-07	4.43507220451276e-08	2.31829337734675e-07
C10orf53	10	4.26387408542403e-06	1.22345524308797e-06	2.8240077261529e-06	1.33356974216251e-07	6.51813633622859e-08	3.00237994771361e-07
C10orf54	10	1.79697495730219e-05	5.83731494707151e-06	1.14623084432383e-05	2.72656235741516e-07	3.78813217961903e-07	5.92875027657939e-07
C10orf55	10	8.23384671225116e-07	2.45815091433418e-07	5.61213894130151e-07	1.63556856639617e-08	NA	2.88836551931709e-07
C10orf62	10	9.78260790222662e-06	2.8471062665303e-06	6.67419388492161e-06	2.21849428474276e-07	1.85590946816049e-08	4.25653866005222e-07
