gene	gene_id	R2	p_value_adj
TSPAN15	ENSG00000099282	0.82878589690195	2.03247858615638e-30
H2AFY2	ENSG00000099284	0.75665753205296	6.82792809664431e-23
MAST3	ENSG00000099308	0.682050483466165	1.11659366992609e-16
MYO9B	ENSG00000099331	0.825166350376836	4.92045612429809e-32
KCNK6	ENSG00000099337	0.828025535527461	4.12532914631509e-39
CATSPERG	ENSG00000099338	0.625744008612677	4.77721912822462e-12
PSMD8	ENSG00000099341	0.573643650358264	6.13368328638735e-10
FBXL19	ENSG00000099364	0.838882407389978	2.45024199611626e-39
STX1B	ENSG00000099365	0.773192393024924	1.78569725253819e-23
SETD1A	ENSG00000099381	0.746795320560059	4.18288322917052e-21
BCL7C	ENSG00000099385	0.660931601023115	1.62185226502881e-12
EFNA2	ENSG00000099617	0.730131776624974	5.16514911199774e-19
ATP5D	ENSG00000099624	0.893693893973772	7.4160769727438e-64
C19orf26	ENSG00000099625	0.642946742565002	6.67276920032687e-11
MARCH2	ENSG00000099785	0.743989358924831	1.18857312253815e-23
NDUFB7	ENSG00000099795	0.828821294969899	1.61280911110665e-35
TECR	ENSG00000099797	0.62405632356425	7.00069784702901e-11
TIMM13	ENSG00000099800	0.721480778864728	4.42531357732692e-19
CDC34	ENSG00000099804	0.818050383336233	6.43415394392462e-31
MTAP	ENSG00000099810	0.709647601003545	2.82352521099434e-18
MISP	ENSG00000099812	0.766191040046494	1.99513658372315e-61
CEP170B	ENSG00000099814	0.762356094068534	1.09329960329605e-21
POLR2E	ENSG00000099817	0.80511502787277	2.01494235226061e-32
POLRMT	ENSG00000099821	0.790095039263814	4.63761323687552e-24
CDHR5	ENSG00000099834	0.853234562275855	9.31569551409212e-55
IZUMO4	ENSG00000099840	0.609642682974814	1.22097389190008e-12
RASSF7	ENSG00000099849	0.687476663318797	5.92883630715381e-15
GADD45B	ENSG00000099860	0.745681093342511	3.11625240575495e-19
PALM	ENSG00000099864	0.744362053751178	1.79228029755012e-18
MADCAM1	ENSG00000099866	0.590311158504837	2.5748215876763e-09
MKNK2	ENSG00000099875	0.72415550742044	7.98841920658416e-20
ARVCF	ENSG00000099889	0.797787185205558	2.53566125238839e-27
TRMT2A	ENSG00000099899	0.797126905180326	2.52853771481357e-32
RANBP1	ENSG00000099901	0.507159785780374	5.95334261437427e-08
ZDHHC8	ENSG00000099904	0.825024463516804	1.97161265682684e-39
KLHL22	ENSG00000099910	0.712844213869138	2.77909766633526e-20
MED15	ENSG00000099917	0.800433585405315	5.06744087054002e-26
SERPIND1	ENSG00000099937	0.837386948052825	4.98618691714593e-55
LZTR1	ENSG00000099949	0.724906662905377	3.42778119564233e-21
MMP11	ENSG00000099953	0.777173615708043	6.74640344372878e-25
SMARCB1	ENSG00000099956	0.809349555098301	2.53878391561308e-27
P2RX6	ENSG00000099957	0.701065853388368	9.5344357750929e-28
DERL3	ENSG00000099958	0.673465973932892	5.72179558810178e-14
SLC7A4	ENSG00000099960	0.439660658846587	1.05821398756053e-09
DDT	ENSG00000099977	0.663496043455668	2.77537646609367e-16
CABIN1	ENSG00000099991	0.820141873653834	1.54691088868956e-31
GGT5	ENSG00000099998	0.717031770068046	1.75194531032077e-17
SPECC1L	ENSG00000100014	0.600368979967243	9.36016028762553e-13
PPIL2	ENSG00000100023	0.689089527510333	2.26807482707669e-19
UPB1	ENSG00000100024	0.771919569722506	4.44564955978907e-29
PES1	ENSG00000100029	0.726878759080288	6.98893895791977e-22
GGT1	ENSG00000100031	0.67152433308563	1.25952336716188e-11
PRODH	ENSG00000100033	0.603124141544776	8.66268170446285e-11
PPM1F	ENSG00000100034	0.620147528264745	1.06157964789487e-13
SLC35E4	ENSG00000100036	0.493380610754005	5.62018757026663e-09
TOP3B	ENSG00000100038	0.792278065781744	2.59763313731175e-29
CYTH4	ENSG00000100055	0.524004639474529	2.69720327998788e-07
DGCR14	ENSG00000100056	0.768543510556638	2.64117192122822e-25
CARD10	ENSG00000100065	0.606449695474963	2.40384190354993e-10
LRP5L	ENSG00000100068	0.460953278874083	1.45135086589856e-08
PLA2G3	ENSG00000100078	0.515088283390846	3.56680243469079e-26
LGALS2	ENSG00000100079	0.549119337020118	6.1789060580111e-14
GGA1	ENSG00000100083	0.807497909451727	2.61562174787577e-32
SH3BP1	ENSG00000100092	0.853401575870031	1.59052866201457e-41
SEZ6L	ENSG00000100095	0.65813619207152	6.72373483793545e-13
LGALS1	ENSG00000100097	0.629331556994819	5.52253171527069e-11
NOL12	ENSG00000100101	0.723773559934349	6.05959872262713e-19
PATZ1	ENSG00000100105	0.642176632935867	1.93816888271712e-14
TRIOBP	ENSG00000100106	0.849084168071346	3.25870558600562e-38
GCAT	ENSG00000100116	0.726811711579959	2.27980883840822e-15
CRYBB1	ENSG00000100122	0.260414052693114	5.84359963424431e-18
ANKRD54	ENSG00000100124	0.521278941669626	7.76411141678281e-10
NHP2L1	ENSG00000100138	0.740074135433742	1.12785503080796e-22
MICALL1	ENSG00000100139	0.508807325031413	1.13126498358161e-08
POLR2F	ENSG00000100142	0.750772793040577	1.96582892678972e-20
SOX10	ENSG00000100146	0.698607179318636	1.93488909726292e-16
PICK1	ENSG00000100151	0.755073890631709	2.14861868214232e-23
TTC28	ENSG00000100154	0.616353596811466	2.19937230915738e-13
CENPM	ENSG00000100162	0.704808118086785	1.46845818852535e-19
SEPT3	ENSG00000100167	0.813426547231939	1.08945330565876e-34
SLC5A1	ENSG00000100170	0.921073693113597	6.76604250836165e-130
KDELR3	ENSG00000100196	0.795580254140782	5.27662620882565e-25
TCF20	ENSG00000100207	0.706485052841105	6.10955325937532e-16
RTDR1	ENSG00000100218	0.490027422869057	3.64233613936032e-12
RAB36	ENSG00000100228	0.923828345570703	2.23027140536034e-84
TIMP3	ENSG00000100234	0.415063480699776	1.9830171293957e-06
PPP6R2	ENSG00000100239	0.712063132396042	2.50939448657043e-18
SBF1	ENSG00000100241	0.803168542392425	1.20859544187885e-35
SUN2	ENSG00000100242	0.618221940739352	5.08324212943605e-13
CYB5R3	ENSG00000100243	0.821878262915474	1.3450246296933e-32
DNAL4	ENSG00000100246	0.509062421034962	4.43381965669891e-08
C22orf31	ENSG00000100249	0.27949040431209	6.03523327019584e-25
LMF2	ENSG00000100258	0.706883920395337	7.84975216561338e-21
RHBDD3	ENSG00000100263	0.709467023613651	6.91684305065906e-20
TTLL1	ENSG00000100271	0.567298185953126	6.45654983117545e-10
RASL10A	ENSG00000100276	0.362442597651543	6.89490309218187e-11
AP1B1	ENSG00000100280	0.593883215368075	3.24273806582854e-13
HMGXB4	ENSG00000100281	0.505313838386132	3.57927595022746e-08
NEFH	ENSG00000100285	0.80600136738203	1.39906036418854e-30
CHKB	ENSG00000100288	0.468983118441953	1.10710730954207e-07
BIK	ENSG00000100290	0.666832950736608	1.37873134286651e-28
HMOX1	ENSG00000100292	0.533340179482286	3.82023567869544e-08
MCAT	ENSG00000100294	0.647170287144371	1.34353373024007e-13
THOC5	ENSG00000100296	0.573528921894001	1.37766413868015e-09
MCM5	ENSG00000100297	0.701828594407371	3.72029547730115e-21
APOBEC3H	ENSG00000100298	0.599186094644533	1.17967388305291e-23
ARSA	ENSG00000100299	0.808806095634371	1.41937247912002e-30
TSPO	ENSG00000100300	0.920673499047421	4.27908254970244e-86
RASD2	ENSG00000100302	0.802759808708398	6.24496809138878e-21
TTLL12	ENSG00000100304	0.615186008930882	4.48722650773603e-13
CBX7	ENSG00000100307	0.851395321135092	1.40922675118796e-37
PDGFB	ENSG00000100311	0.637816158834008	6.69410953062029e-12
RPL3	ENSG00000100316	0.674480351214915	1.36945457121113e-15
ZMAT5	ENSG00000100319	0.770005880171868	4.3372262758008e-22
SYNGR1	ENSG00000100321	0.639862826333096	1.69206260173462e-13
TAB1	ENSG00000100324	0.806291142615377	8.26216677879339e-29
ASCC2	ENSG00000100325	0.694334177895747	3.06223895975524e-18
APOL4	ENSG00000100336	0.822921656384851	4.82763733961406e-35
APOL1	ENSG00000100342	0.733675327638415	1.38357041743335e-63
PNPLA3	ENSG00000100344	0.706717101090539	2.25693231885468e-25
MYH9	ENSG00000100345	0.671680461544932	4.47802985318745e-15
CACNA1I	ENSG00000100346	0.485004534320756	1.40555552897705e-21
GRAP2	ENSG00000100351	0.639391808694813	1.53835001818164e-14
SGSM3	ENSG00000100359	0.788920947751475	1.04221014358574e-31
PVALB	ENSG00000100362	0.490312692984152	1.6768505290793e-24
KIAA0930	ENSG00000100364	0.661890555453636	2.41197758132835e-13
SLC25A17	ENSG00000100372	0.70518090996714	1.44774544215451e-17
KCTD17	ENSG00000100379	0.512022655335884	1.54536636754823e-09
ST13	ENSG00000100380	0.502267305985889	3.47356462604667e-07
IL2RB	ENSG00000100385	0.453557597956535	1.09061230109147e-08
L3MBTL2	ENSG00000100395	0.558043344234411	1.32736907935441e-11
CHADL	ENSG00000100399	0.469620896682247	1.9673988616697e-14
RANGAP1	ENSG00000100401	0.770324401982113	1.12705182472173e-27
ZC3H7B	ENSG00000100403	0.54217070222782	6.57877933646644e-10
PHF5A	ENSG00000100410	0.441001168971369	2.52192854299668e-07
ACO2	ENSG00000100412	0.930387513108624	2.49963842696322e-87
POLR3H	ENSG00000100413	0.772156368829287	5.51407250837199e-25
TRMU	ENSG00000100416	0.731530872753367	1.02896153835193e-18
PMM1	ENSG00000100417	0.612635905807545	3.48377607630843e-13
DESI1	ENSG00000100418	0.719260643158765	2.25794700403395e-18
BRD1	ENSG00000100425	0.80560214740607	6.93458001035099e-30
ZBED4	ENSG00000100426	0.668857833469437	1.26991520328936e-13
KCNK10	ENSG00000100433	0.227227769749946	0.000850131956174694
FKBP3	ENSG00000100442	0.662635936385253	4.2659235945838e-13
SDR39U1	ENSG00000100445	0.654856965967919	2.36629292783869e-12
RBM23	ENSG00000100461	0.600027729827469	2.88295191990869e-12
COCH	ENSG00000100473	0.863650202392118	5.98851954787195e-36
AP4S1	ENSG00000100478	0.418003012772207	3.82138323208564e-07
SOS2	ENSG00000100485	0.767153807129474	1.12419650870407e-20
NIN	ENSG00000100503	0.542533792807734	3.33487474765796e-10
PYGL	ENSG00000100504	0.78468197206801	2.55215458095976e-23
TRIM9	ENSG00000100505	0.701289034859257	2.35500825203428e-15
PSMC6	ENSG00000100519	0.469418622293133	1.93938091473669e-08
GNPNAT1	ENSG00000100522	0.535081339372158	8.64740463454195e-07
CDKN3	ENSG00000100526	0.677176035466638	1.00488315641118e-15
CGRRF1	ENSG00000100532	0.474099792252977	2.78945755753645e-08
ATP6V1D	ENSG00000100554	0.791116905987372	1.10793385903481e-25
C14orf105	ENSG00000100557	0.891123978316408	1.89498808591508e-48
PLEK2	ENSG00000100558	0.571905544791437	1.85519273558504e-11
PIGH	ENSG00000100564	0.729313424550263	7.16523872521343e-17
VTI1B	ENSG00000100568	0.639759045608227	3.03119038826122e-11
TIMM9	ENSG00000100575	0.621584429464646	5.35187321361675e-11
GSTZ1	ENSG00000100577	0.702326036765365	8.16541420823398e-20
TMED8	ENSG00000100580	0.809073331327836	1.25075348383849e-28
SAMD15	ENSG00000100583	0.81257514936909	1.33069410041445e-47
AHSA1	ENSG00000100591	0.546142832908902	3.3654352590211e-10
DAAM1	ENSG00000100592	0.829375554022845	2.84851794228685e-38
ISM2	ENSG00000100593	0.727231562453741	1.42918159728186e-25
SPTLC2	ENSG00000100596	0.768607302748908	3.03989760313821e-21
RIN3	ENSG00000100599	0.628435070817375	1.17150553919786e-10
LGMN	ENSG00000100600	0.64303628411196	2.44631303498237e-12
SNW1	ENSG00000100603	0.509934180817763	5.06602253619966e-07
CHGA	ENSG00000100604	0.825624316524954	1.20398454718651e-35
ITPK1	ENSG00000100605	0.748123767650306	1.56292453968945e-16
DHRS7	ENSG00000100612	0.533017396930226	1.09333744261793e-07
PPM1A	ENSG00000100614	0.651054358478368	2.2124392479973e-15
SIX4	ENSG00000100625	0.811181877549594	4.17770732611403e-26
GALNT16	ENSG00000100626	0.822217137034147	2.81703064841223e-27
ASB2	ENSG00000100628	0.953341964568362	6.50626576294801e-151
SERPINA4	ENSG00000100665	0.622963607469371	2.54094757358104e-12
DICER1	ENSG00000100697	0.803727993078656	2.59150191059804e-26
ZFYVE21	ENSG00000100711	0.776451530775112	6.63793468386773e-24
TCL1A	ENSG00000100721	0.737583059197616	1.29013166657478e-49
ZC3H14	ENSG00000100722	0.621623155208548	9.98440028937916e-13
TELO2	ENSG00000100726	0.757626961212267	8.55840744002002e-30
PAPLN	ENSG00000100767	0.579202101124243	2.9765445975418e-12
SMEK1	ENSG00000100796	0.516055943699881	1.53066681166983e-09
ACIN1	ENSG00000100813	0.665172453280529	1.52549938608505e-15
APEX1	ENSG00000100823	0.509346885281408	8.10982099261013e-10
EFS	ENSG00000100842	0.804981523215415	2.34352368377875e-27
DHRS2	ENSG00000100867	0.47035699014711	6.13246326961622e-07
SRP54	ENSG00000100883	0.755981130948957	2.572431534926e-21
PCK2	ENSG00000100889	0.862817901503293	1.01295868960253e-36
EMC9	ENSG00000100908	0.769820696286124	5.89469172446263e-23
REC8	ENSG00000100918	0.775679232926437	1.4291939258169e-27
GMPR2	ENSG00000100938	0.643622839818753	2.09400376233945e-12
RABGGTA	ENSG00000100949	0.694637781660756	9.43104049949929e-19
NFATC4	ENSG00000100968	0.773769409691216	6.55934463146393e-23
PLTP	ENSG00000100979	0.498983625088825	4.05319191112465e-06
PCIF1	ENSG00000100982	0.695316212904631	1.2685030228679e-17
PYGB	ENSG00000100994	0.952433198192754	6.25449673182324e-139
ABHD12	ENSG00000100997	0.491521397242645	2.21986858549484e-09
PROCR	ENSG00000101000	0.805396642793742	1.66579428954514e-29
NINL	ENSG00000101004	0.517546206396823	9.33696617389966e-08
CD40	ENSG00000101017	0.530578645639181	4.14198391811064e-09
UQCC1	ENSG00000101019	0.681815359642925	4.93968155888859e-17
SGK2	ENSG00000101049	0.925062420903473	1.78169095018742e-128
IFT52	ENSG00000101052	0.880339726825739	3.52008841890771e-49
MYBL2	ENSG00000101057	0.710738586172654	5.67479903832908e-19
HNF4A	ENSG00000101076	1.8955367637388e-16	NA
NDRG3	ENSG00000101079	0.746826292319092	6.49721629899381e-23
NFATC2	ENSG00000101096	0.91883890098437	3.36144927703446e-79
PABPC1L	ENSG00000101104	0.518047805455955	3.8724471479151e-09
STK4	ENSG00000101109	0.768349141954072	4.59192921737853e-23
SALL4	ENSG00000101115	0.828392847044826	1.20004949676098e-40
ADNP	ENSG00000101126	0.743944383422602	3.08640068430578e-20
DOK5	ENSG00000101134	0.294560560779911	0.00393547012182479
BMP7	ENSG00000101144	0.556693692326183	9.27323515801199e-09
TPD52L2	ENSG00000101150	0.770247392757332	4.92901111488772e-24
DNAJC5	ENSG00000101152	0.640528479859276	2.48901174252949e-15
NELFCD	ENSG00000101158	0.562831572588367	7.9435117447659e-11
CTSZ	ENSG00000101160	0.514043142374574	1.09791752658415e-09
PRPF6	ENSG00000101161	0.545036751198363	1.0509885707281e-10
TUBB1	ENSG00000101162	0.557626792270713	9.92915308320877e-09
MTG2	ENSG00000101181	0.702288497252829	1.72071691217149e-20
PSMA7	ENSG00000101182	0.597859467982502	1.19811300230557e-12
SLCO4A1	ENSG00000101187	0.612575168240486	1.01678606823313e-08
NTSR1	ENSG00000101188	0.579528436846655	1.96964488211179e-17
SLC17A9	ENSG00000101194	0.656084619950882	2.36290841479466e-13
BIRC7	ENSG00000101197	0.352334697268879	0.000199440025964524
NKAIN4	ENSG00000101198	0.865116548442364	1.43694624887446e-38
ARFGAP1	ENSG00000101199	0.786537837372629	3.78179656208246e-30
CHRNA4	ENSG00000101204	0.848403656859467	1.86276039935517e-56
EEF1A2	ENSG00000101210	0.775005925869935	1.16271594912725e-16
PTK6	ENSG00000101213	0.28196246653912	5.86091886362219e-12
GMEB2	ENSG00000101216	0.725557178209459	3.15794071385413e-19
C20orf27	ENSG00000101220	0.524667649019542	6.85120880614705e-10
SPEF1	ENSG00000101222	0.388987085172603	2.81484261351835e-23
CDC25B	ENSG00000101224	0.817773317654124	6.90706763148578e-29
ISM1	ENSG00000101230	0.642559155464143	1.7755236419307e-15
ARFRP1	ENSG00000101246	0.797660322554025	3.89024483613607e-30
NDUFAF5	ENSG00000101247	0.705710644253909	2.46982896858862e-15
TRIB3	ENSG00000101255	0.626953481834983	2.33501135585652e-08
RASSF2	ENSG00000101265	0.77305264460778	1.38281051167379e-19
SLC52A3	ENSG00000101276	0.53740480989059	4.5120478051784e-17
ANGPT4	ENSG00000101280	0.365659487786067	1.07320486116804e-25
RSPO4	ENSG00000101282	0.780112535868732	1.01022581425608e-20
MYLK2	ENSG00000101306	0.436618417964101	3.72827814363121e-12
SEC23B	ENSG00000101310	0.780253112832037	5.47661489847869e-23
FERMT1	ENSG00000101311	0.734801057124308	1.17720049832378e-20
PDYN	ENSG00000101327	0.731951950224926	3.36419408874968e-27
PLCB4	ENSG00000101333	0.799196461535223	7.77584749392114e-33
MYL9	ENSG00000101335	0.957793465837197	1.05986749012145e-136
HCK	ENSG00000101336	0.554760623388931	3.02732682854199e-10
TLDC2	ENSG00000101342	0.581663097031433	1.23790999157537e-32
SAMHD1	ENSG00000101347	0.634901726698185	9.6378152714278e-12
PAK7	ENSG00000101349	0.581160050558688	6.46040987722337e-24
KIF3B	ENSG00000101350	0.670041933988886	8.42245334278003e-14
IDH3B	ENSG00000101365	0.698367881603767	3.65843726976287e-15
JAG1	ENSG00000101384	0.706701341063196	3.78757083616869e-15
SNTA1	ENSG00000101400	0.973508516553243	1.77864946904146e-245
TTI1	ENSG00000101407	0.505062245896097	2.33041678636239e-07
E2F1	ENSG00000101412	0.744305198359604	2.8927481320487e-22
CHMP4B	ENSG00000101421	0.794445448272182	7.23851824530401e-25
WFDC2	ENSG00000101443	0.927320201262534	3.86391719051844e-113
AHCY	ENSG00000101444	0.471016161033125	3.38383823166598e-07
DHX35	ENSG00000101452	0.738192285997189	1.77346215104202e-19
DNTTIP1	ENSG00000101457	0.453386346248925	1.04037804816769e-07
MAP1LC3A	ENSG00000101460	0.665718672921941	4.61309978449134e-15
SYNDIG1	ENSG00000101463	0.659497891446122	1.75350859474006e-11
ACOT8	ENSG00000101473	0.75273105799901	4.87753236560795e-23
APMAP	ENSG00000101474	0.683775571158392	1.42594683620546e-14
CELF4	ENSG00000101489	0.550211071879034	9.26701261140954e-09
ZNF516	ENSG00000101493	0.614475270609019	4.23309969113742e-13
CDH20	ENSG00000101542	0.834658274796463	2.81492097533837e-80
USP14	ENSG00000101557	0.681257123485562	9.31089516859521e-15
VAPA	ENSG00000101558	0.606652816432514	8.15108071310444e-12
METTL4	ENSG00000101574	0.588161285194207	2.56966062296437e-12
MYOM1	ENSG00000101605	0.96211222828063	2.35706623062745e-212
MYL12A	ENSG00000101608	0.790280301233508	1.48131394629283e-24
LIPG	ENSG00000101670	0.900116758880547	2.08946171937696e-64
LAMA1	ENSG00000101680	0.921937626283602	1.32757059724568e-85
RNF125	ENSG00000101695	0.789445503979678	6.50430258244149e-29
NOL4	ENSG00000101746	0.52590178364122	5.4967257896918e-16
MIB1	ENSG00000101752	0.589421192988581	2.31603189134692e-09
RIOK3	ENSG00000101782	0.749237512691016	4.34783086982249e-22
VSIG1	ENSG00000101842	0.262681117654321	4.78021583956036e-17
PSMD10	ENSG00000101843	0.7358661299525	2.56185925780296e-21
ATG4A	ENSG00000101844	0.725635458558978	4.2659203985912e-18
TBL1X	ENSG00000101849	0.47321700745907	1.47208838010201e-06
GPR143	ENSG00000101850	0.601089947996223	1.64751976943873e-11
PGRMC1	ENSG00000101856	0.921835929468015	1.85551985512881e-81
NXT2	ENSG00000101888	0.885086457585728	3.68008952361993e-50
ATP1B4	ENSG00000101892	0.514580263893105	4.92047825091774e-11
ALG13	ENSG00000101901	0.451310750634917	1.98023116786425e-07
PRPS2	ENSG00000101911	0.91471257559621	2.03064234012762e-82
TLR8	ENSG00000101916	0.561434408852585	6.98528979376918e-32
MOSPD1	ENSG00000101928	0.433261548398013	2.87621349788678e-06
AMMECR1	ENSG00000101935	0.89070389311373	6.29158498855792e-53
CHRDL1	ENSG00000101938	0.813177197460614	3.46647567785835e-34
WDR13	ENSG00000101940	0.830997177215785	5.29339740866755e-34
SUV39H1	ENSG00000101945	0.596416323046229	9.94004412085666e-12
SRPX	ENSG00000101955	0.922708597657115	2.6747425112381e-90
GLRA2	ENSG00000101958	0.291862457437266	3.33589373152058e-13
XIAP	ENSG00000101966	0.49334850011669	5.19118538072536e-08
ATP11C	ENSG00000101974	0.831758097774494	5.1429965971128e-31
MCF2	ENSG00000101977	0.47986484743379	4.38515315532161e-06
ABCD1	ENSG00000101986	0.722513508978377	2.42302759249153e-20
CCDC22	ENSG00000101997	0.73129763758815	1.06341023809208e-20
PLP2	ENSG00000102007	0.8584923685607	2.19360374714255e-46
BMX	ENSG00000102010	0.830204895333459	4.67036412715648e-52
PLS3	ENSG00000102024	0.602040564303043	8.94568453916976e-09
NAA10	ENSG00000102030	0.740841877049771	1.7889971963626e-19
ELF4	ENSG00000102034	0.437992337004143	1.89371674061513e-06
SMARCA1	ENSG00000102038	0.522364711773437	1.8408651555072e-08
ZC3H12B	ENSG00000102053	0.712140300040101	4.18573499712535e-18
RBBP7	ENSG00000102054	0.55485341339904	4.30791462335796e-11
FMR1	ENSG00000102081	0.614947344658012	7.12124527824135e-13
SCML2	ENSG00000102098	0.630760956622119	1.06406927771862e-10
SLC35A2	ENSG00000102100	0.341695372848141	5.43383198372482e-05
PQBP1	ENSG00000102103	0.702207493023324	2.51537399845266e-20
EMD	ENSG00000102119	0.65318271844191	1.2564845153455e-11
TAZ	ENSG00000102125	0.720573169199323	4.07657290998143e-17
PGK1	ENSG00000102144	0.681595629094899	4.80643729227444e-19
GATA1	ENSG00000102145	0.663540161149992	1.98243892059793e-17
MAGT1	ENSG00000102158	0.699390597577943	1.18975539985095e-13
