SYMBOL	n_ptv	n_missense	n_syn	n_nonsyn	p_mupit	p_dnw	p_dnm	p_adj
SPRED2	1	2	0	3	0.0098104197378079	1	0.0098104197378079	1
SPRY1	1	0	0	1	0.00550649627715234	1	0.00550649627715234	1
SPTA1	0	3	1	3	1	1	1	1
SPTB	0	0	1	0	1	1	1	1
SPTBN1	1	0	0	1	0.0525621060967369	1	0.0525621060967369	1
SPTBN2	0	1	0	1	1	1	1	1
SPTBN5	1	2	0	3	0.0677771747969353	1	0.0677771747969353	1
SRBD1	0	1	0	1	1	1	1	1
SRPK3	0	1	0	1	1	1	1	1
SRPX2	0	1	0	1	1	1	1	1
SRRM2	1	0	1	1	0.0664031327275202	1	0.0664031327275202	1
SRSF4	0	1	0	1	1	1	1	1
SSBP3	0	1	0	1	1	1	1	1
SSC5D	0	1	0	1	1	1	1	1
SSH2	0	2	0	2	1	1	1	1
SSTR3	0	1	0	1	1	1	1	1
ST3GAL3	0	0	1	0	1	1	1	1
ST5	1	0	0	1	0.0264635952544936	1	0.0264635952544936	1
ST7	0	0	1	0	1	1	1	1
ST8SIA3	0	1	0	1	1	1	1	1
STAB1	0	1	0	1	1	1	1	1
STAG2	0	1	0	1	1	1	1	1
STARD3	0	0	1	0	1	1	1	1
STARD9	0	1	0	1	1	1	1	1
STAT4	0	1	0	1	1	1	1	1
STAT5A	0	0	1	0	1	1	1	1
STEAP3	0	1	0	1	1	1	1	1
STK11	0	0	1	0	1	1	1	1
STK19	0	0	1	0	1	1	1	1
STK32A	0	1	0	1	1	1	1	1
STK33	0	0	1	0	1	1	1	1
STK36	0	1	0	1	1	1	1	1
STK38L	0	1	0	1	1	1	1	1
STK4	0	1	0	1	1	1	1	1
STON1-GTF2A1L	0	1	0	1	1	1	1	1
STRN4	0	1	0	1	1	1	1	1
STX19	0	0	1	0	1	1	1	1
STX1A	1	0	0	1	0.00698197660919111	1	0.00698197660919111	1
STXBP5	0	1	0	1	1	1	1	1
STXBP6	0	1	0	1	1	1	1	1
SUGP2	0	2	0	2	1	1	1	1
SULT4A1	0	0	1	0	1	1	1	1
SULT6B1	0	1	0	1	1	1	1	1
SUPT5H	0	1	0	1	1	1	1	1
SUPT6H	0	2	0	2	1	1	1	1
SUSD4	0	1	0	1	1	1	1	1
SUV420H1	0	2	0	2	1	1	1	1
SUV420H2	0	1	0	1	1	1	1	1
SVEP1	1	1	0	2	0.0607940960833722	1	0.0607940960833722	1
SYBU	1	0	0	1	0.0142191662471839	1	0.0142191662471839	1
SYCP2L	0	1	0	1	1	1	1	1
SYNE2	0	1	0	1	1	1	1	1
SYNGAP1	0	0	1	0	1	1	1	1
SYNGR1	0	0	1	0	1	1	1	1
SYNM	0	0	1	0	1	1	1	1
SYNPR	0	1	0	1	1	1	1	1
SYT13	0	0	1	0	1	1	1	1
SYT15	0	0	1	0	1	1	1	1
SYT3	0	0	1	0	1	1	1	1
SYTL2	0	1	0	1	1	1	1	1
SYTL3	0	1	0	1	1	1	1	1
SZRD1	0	0	1	0	1	1	1	1
TAAR6	0	0	1	0	1	1	1	1
TAB1	0	1	0	1	1	1	1	1
TAB2	4	1	0	5	3.45536935423615e-09	1	3.45536935423615e-09	6.56520177304869e-05
TACC2	0	1	1	1	1	1	1	1
TAF1	0	4	0	4	1	1	1	1
TAF1L	0	1	0	1	1	1	1	1
TAF4	0	1	0	1	1	1	1	1
TAGLN	0	1	0	1	1	1	1	1
TAL2	0	0	1	0	1	1	1	1
TANC1	0	1	0	1	1	1	1	1
TANC2	1	0	0	1	0.039196297138145	1	0.039196297138145	1
TAOK1	0	2	0	2	1	1	1	1
TARBP1	0	1	1	1	1	1	1	1
TARS2	0	1	0	1	1	1	1	1
TAX1BP1	0	0	1	0	1	1	1	1
TBC1D1	0	1	0	1	1	1	1	1
TBC1D19	1	1	0	2	0.0156693560063101	1	0.0156693560063101	1
TBC1D20	1	0	0	1	0.00857217104842486	1	0.00857217104842486	1
TBC1D30	0	1	0	1	1	1	1	1
TBC1D4	0	1	0	1	1	1	1	1
TBC1D9B	0	0	1	0	1	1	1	1
TBCD	0	0	1	0	1	1	1	1
TBL3	0	0	1	0	1	1	1	1
TBX1	0	1	0	1	1	1	1	1
TBX18	1	1	0	2	0.0124504150801083	1	0.0124504150801083	1
TBX19	0	0	1	0	1	1	1	1
TBX2	1	0	0	1	0.0132366402040239	1	0.0132366402040239	1
TBX5	1	1	0	2	0.0105585228248708	1	0.0105585228248708	1
TCAIM	0	1	0	1	1	1	1	1
TCERG1	0	0	1	0	1	1	1	1
TCF12	1	1	0	2	0.0168128865471843	1	0.0168128865471843	1
TCF7L2	1	0	0	1	0.0140928578599053	1	0.0140928578599053	1
TDRD7	0	1	0	1	1	1	1	1
TDRD9	0	1	0	1	1	1	1	1
TEAD1	0	0	1	0	1	1	1	1
TECPR1	0	1	0	1	1	1	1	1
TECPR2	0	1	0	1	1	1	1	1
TECTA	2	2	0	4	0.00112134196286041	1	0.00112134196286041	1
TEKT2	0	1	0	1	1	1	1	1
TEKT3	0	1	0	1	1	1	1	1
TENM1	0	1	0	1	1	1	1	1
TENM2	0	1	1	1	1	1	1	1
TENM4	0	2	1	2	1	1	1	1
TERF2	0	1	0	1	1	1	1	1
TERT	0	1	0	1	1	1	1	1
TESK2	0	0	1	0	1	1	1	1
TESPA1	0	0	1	0	1	1	1	1
TEX14	0	1	1	1	1	1	1	1
TEX15	0	2	0	2	1	1	1	1
TFAP2B	0	1	0	1	1	1	1	1
TFDP1	0	1	0	1	1	1	1	1
TFE3	1	0	0	1	0.00775178831262094	1	0.00775178831262094	1
TFEB	0	1	0	1	1	1	1	1
TFIP11	0	1	0	1	1	1	1	1
TGFBR2	0	1	0	1	1	1	1	1
TGFBR3	0	1	0	1	1	1	1	1
TGIF1	0	0	0	0	1	1	1	1
TGM2	0	1	0	1	1	1	1	1
TGM6	0	1	0	1	1	1	1	1
THADA	1	0	0	1	0.034695356317838	1	0.034695356317838	1
THBS2	0	1	0	1	1	1	1	1
THOC7	0	0	1	0	1	1	1	1
THUMPD3	0	1	0	1	1	1	1	1
TIAM1	0	0	1	0	1	1	1	1
TIAM2	0	1	0	1	1	1	1	1
TICRR	0	1	0	1	1	1	1	1
TIE1	0	1	0	1	1	1	1	1
TIFAB	0	0	1	0	1	1	1	1
TIGD7	0	1	0	1	1	1	1	1
TIMM10	0	1	0	1	1	1	1	1
TIMM44	0	1	0	1	1	1	1	1
TIPARP	0	0	1	0	1	1	1	1
TJP2	1	1	0	2	0.0285888993844896	1	0.0285888993844896	1
TJP3	0	1	1	1	1	1	1	1
TLCD2	0	1	0	1	1	1	1	1
TLE1	0	1	0	1	1	1	1	1
TLK1	0	1	0	1	1	1	1	1
TLK2	1	0	0	1	0.0239507022731205	1	0.0239507022731205	1
TLN1	0	2	0	2	1	1	1	1
TLR9	0	1	0	1	1	1	1	1
TLR9	0	1	0	1	1	1	1	1
TM2D2	0	1	0	1	1	1	1	1
TM4SF20	0	1	0	1	1	1	1	1
TM7SF3	0	1	0	1	1	1	1	1
TM9SF1	0	1	0	1	1	1	1	1
TM9SF1	0	1	0	1	1	1	1	1
TM9SF3	0	1	0	1	1	1	1	1
TMC2	1	0	0	1	0.0221267700666749	1	0.0221267700666749	1
TMC5	0	0	1	0	1	1	1	1
TMC6	0	1	0	1	1	1	1	1
TMCO3	0	1	0	1	1	1	1	1
TMED1	0	1	0	1	1	1	1	1
TMED10	0	1	0	1	1	1	1	1
TMED5	0	0	1	0	1	1	1	1
TMEM125	0	0	1	0	1	1	1	1
TMEM127	0	1	0	1	1	1	1	1
TMEM135	0	0	1	0	1	1	1	1
TMEM138	0	1	0	1	1	1	1	1
TMEM145	0	0	1	0	1	1	1	1
TMEM161B	0	1	0	1	1	1	1	1
TMEM175	0	0	1	0	1	1	1	1
TMEM18	0	0	1	0	1	1	1	1
TMEM184A	0	1	0	1	1	1	1	1
TMEM189-UBE2V1	1	0	0	1	0.00879839633866986	1	0.00879839633866986	1
TMEM2	0	0	1	0	1	1	1	1
TMEM200A	0	0	2	0	1	1	1	1
TMEM214	0	1	0	1	1	1	1	1
TMEM232	0	1	0	1	1	1	1	1
TMEM242	0	0	1	0	1	1	1	1
TMEM245	1	0	0	1	0.0187416407332308	1	0.0187416407332308	1
TMEM26	0	1	1	1	1	1	1	1
TMEM31	0	0	1	0	1	1	1	1
TMEM38B	0	1	0	1	1	1	1	1
TMEM43	0	1	0	1	1	1	1	1
TMEM54	0	1	0	1	1	1	1	1
TMEM57	0	0	1	0	1	1	1	1
TMEM63A	0	1	0	1	1	1	1	1
TMEM67	0	1	0	1	1	1	1	1
TMEM68	0	0	1	0	1	1	1	1
TMEM71	0	1	0	1	1	1	1	1
TMEM81	0	0	1	0	1	1	1	1
TMEM86B	0	0	1	0	1	1	1	1
TMEM8A	0	1	0	1	1	1	1	1
TMF1	1	0	0	1	0.025584349905303	1	0.025584349905303	1
TMPO	0	0	1	0	1	1	1	1
TMPRSS2	0	1	0	1	1	1	1	1
TMPRSS7	1	1	0	2	0.0161961238823716	1	0.0161961238823716	1
TMTC2	0	1	0	1	1	1	1	1
TNFAIP1	0	1	0	1	1	1	1	1
TNFRSF10B	0	0	1	0	1	1	1	1
TNFRSF14	0	0	1	0	1	1	1	1
TNFRSF21	0	1	0	1	1	1	1	1
TNFRSF25	1	0	0	1	0.00996856474175689	1	0.00996856474175689	1
TNK2	0	0	1	0	1	1	1	1
TNKS	0	1	1	1	1	1	1	1
TNNI2	0	1	0	1	1	1	1	1
TNPO3	1	1	0	2	0.0259376280125345	1	0.0259376280125345	1
TNR	0	1	0	1	1	1	1	1
TNRC18	0	2	0	2	1	1	1	1
TNS1	0	2	0	2	1	1	1	1
TNS3	0	1	0	1	1	1	1	1
TNXB	0	1	1	1	1	1	1	1
TOB2	0	1	0	1	1	1	1	1
TOE1	0	1	1	1	1	1	1	1
TOM1	0	1	0	1	1	1	1	1
TOM1L1	0	1	0	1	1	1	1	1
TOMM40L	0	1	0	1	1	1	1	1
TONSL	0	1	0	1	1	1	1	1
TOP1MT	0	1	0	1	1	1	1	1
TOP2B	0	1	0	1	1	1	1	1
TP53	1	0	0	1	0.00833662510970505	1	0.00833662510970505	1
TP53INP1	0	1	0	1	1	1	1	1
TP63	0	1	0	1	1	1	1	1
TP73	0	1	0	1	1	1	1	1
TPCN2	1	0	0	1	0.0202377774528666	1	0.0202377774528666	1
TPD52L1	0	1	0	1	1	1	1	1
TPD52L2	0	1	0	1	1	1	1	1
TPO	0	0	1	0	1	1	1	1
TPP2	0	1	0	1	1	1	1	1
TPRA1	0	1	0	1	1	1	1	1
TPRG1	0	1	0	1	1	1	1	1
TPSD1	0	0	1	0	1	1	1	1
TPTE	0	1	0	1	1	1	1	1
TRA2B	1	0	0	1	0.00915470045367268	1	0.00915470045367268	1
TRABD	0	1	0	1	1	1	1	1
TRAF3	0	1	0	1	1	1	1	1
TRAF7	0	1	0	1	1	1	1	1
TRAIP	0	1	1	1	1	1	1	1
TRAP1	0	0	1	0	1	1	1	1
TRAPPC10	0	1	0	1	1	1	1	1
TRAPPC6A	0	0	0	0	1	1	1	1
TRIB2	0	1	0	1	1	1	1	1
TRIM10	0	1	0	1	1	1	1	1
TRIM2	0	0	1	0	1	1	1	1
TRIM25	1	0	0	1	0.0130451757839604	1	0.0130451757839604	1
TRIM28	0	1	0	1	1	1	1	1
TRIM3	0	0	1	0	1	1	1	1
TRIM37	0	1	0	1	1	1	1	1
TRIM41	0	1	0	1	1	1	1	1
TRIM47	0	1	0	1	1	1	1	1
TRIM5	0	0	1	0	1	1	1	1
TRIM55	0	0	1	0	1	1	1	1
TRIM58	0	0	1	0	1	1	1	1
TRIM6	0	1	0	1	1	1	1	1
TRIM62	0	1	0	1	1	1	1	1
TRIM63	0	1	0	1	1	1	1	1
TRIM65	0	1	0	1	1	1	1	1
TRIM67	0	1	0	1	1	1	1	1
TRIML1	0	0	1	0	1	1	1	1
TRIP12	2	0	0	2	0.00114291804962068	1	0.00114291804962068	1
TRIP4	1	0	0	1	0.016077398107654	1	0.016077398107654	1
TRMT13	0	1	0	1	1	1	1	1
TRMT44	0	1	0	1	1	1	1	1
TRPC5	0	1	0	1	1	1	1	1
TRPM6	1	0	0	1	0.048138495716663	1	0.048138495716663	1
TRPM8	1	0	0	1	0.0278676255945697	1	0.0278676255945697	1
TRPS1	0	1	0	1	1	1	1	1
TRPV4	0	1	0	1	1	1	1	1
TRRAP	0	3	0	3	1	1	1	1
TSC1	1	2	0	3	0.0258429700318554	1	0.0258429700318554	1
TSC2	0	0	1	0	1	1	1	1
TSC22D2	1	0	0	1	0.0140801438552584	1	0.0140801438552584	1
TSEN2	1	0	0	1	0.00947831303979452	1	0.00947831303979452	1
TSGA13	0	1	0	1	1	1	1	1
TSHR	0	1	0	1	1	1	1	1
TSHZ1	0	2	0	2	1	1	1	1
TSKS	0	0	2	0	1	1	1	1
TSN	0	1	0	1	1	1	1	1
TSNAXIP1	0	1	0	1	1	1	1	1
TSPYL1	0	1	0	1	1	1	1	1
TSPYL2	0	1	0	1	1	1	1	1
TSSC4	0	1	0	1	1	1	1	1
TTC1	0	1	0	1	1	1	1	1
TTC14	0	1	0	1	1	1	1	1
TTC17	0	1	0	1	1	1	1	1
TTC18	0	1	0	1	1	1	1	1
TTC21B	0	1	1	1	1	1	1	1
TTC28	0	1	0	1	1	1	1	1
TTC39A	0	1	0	1	1	1	1	1
TTC40	0	1	0	1	1	1	1	1
TTC7A	0	0	1	0	1	1	1	1
TTI1	0	1	0	1	1	1	1	1
TTK	0	1	0	1	1	1	1	1
TTLL1	0	1	0	1	1	1	1	1
TTLL13	0	1	0	1	1	1	1	1
TTLL5	0	1	1	1	1	1	1	1
TTLL6	0	1	0	1	1	1	1	1
TTLL7	0	1	0	1	1	1	1	1
TTN	1	7	2	8	0.478912529206729	1	0.478912529206729	1
TTYH1	0	1	0	1	1	1	1	1
TUBA1C	0	1	1	1	1	1	1	1
TUBA3D	0	0	0	0	1	1	1	1
TUBB6	0	1	0	1	1	1	1	1
TUBGCP2	0	1	0	1	1	1	1	1
TUBGCP5	0	0	1	0	1	1	1	1
TUFM	0	1	0	1	1	1	1	1
TULP4	0	2	0	2	1	1	1	1
TWF2	0	1	0	1	1	1	1	1
TXNIP	0	0	1	0	1	1	1	1
TYRP1	1	0	0	1	0.0111955511308341	1	0.0111955511308341	1
U2AF1L4	0	1	0	1	1	1	1	1
U2SURP	1	1	0	2	0.0222724211997065	1	0.0222724211997065	1
UACA	0	1	0	1	1	1	1	1
UBAP1L	0	1	0	1	1	1	1	1
UBAP2	0	0	1	0	1	1	1	1
UBASH3B	0	1	0	1	1	1	1	1
UBC	0	1	0	1	1	1	1	1
UBE2B	0	1	0	1	1	1	1	1
UBE2E1	0	1	0	1	1	1	1	1
UBE2H	0	1	0	1	1	1	1	1
UBE2R2	0	0	1	0	1	1	1	1
UBE3C	0	1	0	1	1	1	1	1
UBQLN1	0	1	0	1	1	1	1	1
UBR1	1	1	0	2	0.0432828338254021	1	0.0432828338254021	1
UBR3	1	1	0	2	0.0323805376468946	1	0.0323805376468946	1
UBR4	1	3	0	4	0.109831980428238	1	0.109831980428238	1
UBR5	0	1	1	1	1	1	1	1
UBTF	0	1	0	1	1	1	1	1
UBXN11	0	1	0	1	1	1	1	1
UBXN2B	0	1	0	1	1	1	1	1
UCHL3	1	0	0	1	0.00655636109003419	1	0.00655636109003419	1
UCP2	0	0	1	0	1	1	1	1
UFL1	0	2	1	2	1	1	1	1
UGGT1	0	1	0	1	1	1	1	1
UGT1A6	0	1	0	1	1	1	1	1
UGT2A3	1	0	0	1	0.0123292289867647	1	0.0123292289867647	1
UGT2B11	1	0	0	1	0.011609907459715	1	0.011609907459715	1
UGT2B4	0	1	0	1	1	1	1	1
UGT8	0	1	0	1	1	1	1	1
UHRF1BP1	0	0	1	0	1	1	1	1
UHRF2	0	1	0	1	1	1	1	1
ULK1	0	1	1	1	1	1	1	1
UMODL1	0	3	1	3	1	1	1	1
UMPS	0	1	0	1	1	1	1	1
UNC13C	0	3	0	3	1	1	1	1
UNC13D	0	0	1	0	1	1	1	1
UNC5B	0	1	0	1	1	1	1	1
UNC5D	0	1	0	1	1	1	1	1
UNC79	0	2	1	2	1	1	1	1
UNCX	0	1	0	1	1	1	1	1
UNKL	0	1	0	1	1	1	1	1
UPF1	0	2	0	2	1	1	1	1
UPF2	1	0	0	1	0.029901595763888	1	0.029901595763888	1
UPK1B	0	1	0	1	1	1	1	1
UPP1	1	0	0	1	0.00604230364082916	1	0.00604230364082916	1
UQCRC1	0	1	0	1	1	1	1	1
URB2	0	2	0	2	1	1	1	1
URGCP	0	1	0	1	1	1	1	1
UROD	0	1	0	1	1	1	1	1
USH1C	0	2	0	2	1	1	1	1
USP1	0	1	0	1	1	1	1	1
USP16	1	0	0	1	0.0180837765946013	1	0.0180837765946013	1
USP19	0	1	0	1	1	1	1	1
USP3	0	1	0	1	1	1	1	1
USP34	0	2	0	2	1	1	1	1
USP35	0	1	0	1	1	1	1	1
USP37	0	1	0	1	1	1	1	1
USP4	0	2	0	2	1	1	1	1
USP44	0	1	1	1	1	1	1	1
USP46	1	0	0	1	0.00617217627796812	1	0.00617217627796812	1
USP5	1	1	1	2	0.0205246245900146	1	0.0205246245900146	1
USP8	1	0	1	1	0.0263750284996577	1	0.0263750284996577	1
UTP14C	0	2	0	2	1	1	1	1
UTP20	0	1	0	1	1	1	1	1
UTS2B	0	1	0	1	1	1	1	1
UVRAG	0	1	0	1	1	1	1	1
UVSSA	1	1	0	2	0.0146924719724228	1	0.0146924719724228	1
UXS1	0	0	1	0	1	1	1	1
VANGL1	0	1	0	1	1	1	1	1
VASN	0	2	0	2	1	1	1	1
VAV3	0	1	0	1	1	1	1	1
VCAN	0	1	0	1	1	1	1	1
VCPIP1	0	1	0	1	1	1	1	1
VEZF1	1	1	1	2	0.0105522710981089	1	0.0105522710981089	1
VIL1	0	0	1	0	1	1	1	1
VIPR2	0	0	1	0	1	1	1	1
VPS13B	0	1	0	1	1	1	1	1
VPS13C	0	1	0	1	1	1	1	1
VPS13D	0	2	0	2	1	1	1	1
VPS16	1	0	0	1	0.0221397814808952	1	0.0221397814808952	1
VPS33B	0	0	1	0	1	1	1	1
VPS35	0	1	0	1	1	1	1	1
VPS37D	0	1	0	1	1	1	1	1
VPS39	0	1	0	1	1	1	1	1
VPS4B	0	1	0	1	1	1	1	1
VPS53	0	1	1	1	1	1	1	1
VSIG1	0	1	0	1	1	1	1	1
VWA3A	0	0	1	0	1	1	1	1
VWA5B1	0	2	0	2	1	1	1	1
VWA7	0	1	0	1	1	1	1	1
VWA9	0	1	0	1	1	1	1	1
VWDE	0	1	0	1	1	1	1	1
WAC	2	1	0	3	0.000131280418919278	1	0.000131280418919278	1
WAPAL	1	0	0	1	0.0272888732134007	1	0.0272888732134007	1
WARS	0	1	0	1	1	1	1	1
WAS	0	1	0	1	1	1	1	1
WASL	0	1	0	1	1	1	1	1
WDFY2	0	0	1	0	1	1	1	1
WDFY4	0	0	1	0	1	1	1	1
WDHD1	1	0	0	1	0.0278087762700966	1	0.0278087762700966	1
WDPCP	0	0	1	0	1	1	1	1
WDR17	0	1	0	1	1	1	1	1
WDR33	0	0	1	0	1	1	1	1
WDR34	0	1	0	1	1	1	1	1
WDR37	0	1	0	1	1	1	1	1
WDR45B	0	1	1	1	1	1	1	1
WDR5	0	1	0	1	1	1	1	1
WDR52	0	1	0	1	1	1	1	1
WDR6	0	0	1	0	1	1	1	1
WDR63	0	0	1	0	1	1	1	1
WDR65	0	1	0	1	1	1	1	1
WDR66	0	0	1	0	1	1	1	1
WDR7	0	1	0	1	1	1	1	1
WDR74	0	1	0	1	1	1	1	1
WDR86	0	1	0	1	1	1	1	1
WDR87	0	0	1	0	1	1	1	1
WDR88	0	1	0	1	1	1	1	1
WDR90	0	2	0	2	1	1	1	1
WDR93	0	1	0	1	1	1	1	1
WDTC1	0	1	0	1	1	1	1	1
WFDC10A	1	0	0	1	0.00208682371214032	1	0.00208682371214032	1
WHAMM	0	2	0	2	1	1	1	1
WHSC1	2	1	1	3	8.72842744505106e-05	1	8.72842744505106e-05	1
WIBG	0	1	0	1	1	1	1	1
WIPI2	1	1	1	2	0.0100796547274213	1	0.0100796547274213	1
WISP1	0	1	0	1	1	1	1	1
WNK1	0	1	0	1	1	1	1	1
WNK2	0	0	1	0	1	1	1	1
WNT8A	0	0	0	0	1	1	1	1
WNT8B	0	1	0	1	1	1	1	1
WSB1	0	0	1	0	1	1	1	1
WWC1	0	1	0	1	1	1	1	1
WWC2	0	0	1	0	1	1	1	1
WWC3	0	1	0	1	1	1	1	1
WWTR1	1	0	0	1	0.00856585098351235	1	0.00856585098351235	1
XAGE5	0	0	1	0	1	1	1	1
XDH	0	0	1	0	1	1	1	1
XIAP	0	1	0	1	1	1	1	1
XIRP1	0	1	1	1	1	1	1	1
XIRP2	0	0	1	0	1	1	1	1
XKR7	0	1	0	1	1	1	1	1
XKRX	0	0	1	0	1	1	1	1
XPC	0	1	0	1	1	1	1	1
XPO6	0	1	1	1	1	1	1	1
XRCC5	0	1	1	1	1	1	1	1
XRN2	0	1	0	1	1	1	1	1
XYLT1	0	0	1	0	1	1	1	1
YBX3	0	1	0	1	1	1	1	1
YPEL5	0	1	0	1	1	1	1	1
YTHDC2	0	1	0	1	1	1	1	1
YWHAB	0	1	0	1	1	1	1	1
ZAN	0	1	1	1	1	1	1	1
ZBED4	0	1	0	1	1	1	1	1
ZBED5	0	1	0	1	1	1	1	1
ZBTB10	0	1	0	1	1	1	1	1
ZBTB17	0	1	0	1	1	1	1	1
ZBTB3	1	0	0	1	0.0109892541060069	1	0.0109892541060069	1
ZBTB40	0	0	1	0	1	1	1	1
ZBTB46	0	0	0	0	1	1	1	1
ZBTB48	0	1	0	1	1	1	1	1
ZBTB49	0	1	0	1	1	1	1	1
ZBTB7B	0	1	0	1	1	1	1	1
ZC3H12C	0	1	0	1	1	1	1	1
ZC3H14	1	0	0	1	0.0193750357083822	1	0.0193750357083822	1
ZC3H6	0	1	0	1	1	1	1	1
ZC3H7A	0	1	0	1	1	1	1	1
ZC3HAV1	0	1	0	1	1	1	1	1
ZCCHC14	0	0	1	0	1	1	1	1
ZCCHC2	0	0	1	0	1	1	1	1
ZCCHC8	0	1	0	1	1	1	1	1
ZDBF2	0	3	0	3	1	1	1	1
ZDHHC15	0	1	0	1	1	1	1	1
ZDHHC16	0	0	1	0	1	1	1	1
ZDHHC18	0	2	0	2	1	1	1	1
ZEB2	1	1	0	2	0.0242709137016948	1	0.0242709137016948	1
ZFC3H1	0	2	0	2	1	1	1	1
ZFHX3	2	1	1	3	0.00238001446368399	1	0.00238001446368399	1
ZFHX4	0	1	0	1	1	1	1	1
ZFP62	0	0	1	0	1	1	1	1
ZFP64	0	1	0	1	1	1	1	1
ZFP69	0	2	0	2	1	1	1	1
ZFPL1	0	0	1	0	1	1	1	1
ZFR	0	1	0	1	1	1	1	1
ZFYVE1	0	0	1	0	1	1	1	1
ZFYVE27	1	0	0	1	0.010081696389352	1	0.010081696389352	1
ZHX1	0	1	0	1	1	1	1	1
ZMIZ1	1	0	0	1	0.023917877419143	1	0.023917877419143	1
ZMYM2	0	0	0	0	1	1	1	1
ZMYND19	1	0	0	1	0.00627519475365025	1	0.00627519475365025	1
ZMYND8	0	1	0	1	1	1	1	1
ZNF106	0	1	0	1	1	1	1	1
ZNF174	1	0	0	1	0.00885601892800242	1	0.00885601892800242	1
ZNF175	0	1	0	1	1	1	1	1
ZNF181	0	0	1	0	1	1	1	1
ZNF184	0	1	0	1	1	1	1	1
ZNF214	0	1	0	1	1	1	1	1
ZNF217	1	0	0	1	0.0195620391177296	1	0.0195620391177296	1
ZNF219	0	0	1	0	1	1	1	1
ZNF221	0	1	0	1	1	1	1	1
ZNF224	0	1	0	1	1	1	1	1
ZNF233	0	1	0	1	1	1	1	1
ZNF234	0	1	0	1	1	1	1	1
ZNF248	0	1	0	1	1	1	1	1
ZNF254	0	1	0	1	1	1	1	1
ZNF268	1	1	0	2	0.00401774576568531	1	0.00401774576568531	1
ZNF277	0	1	0	1	1	1	1	1
ZNF281	0	1	0	1	1	1	1	1
ZNF292	1	1	0	2	0.0509385215220966	1	0.0509385215220966	1
ZNF32	0	1	0	1	1	1	1	1
ZNF326	0	1	0	1	1	1	1	1
ZNF34	0	1	0	1	1	1	1	1
ZNF346	0	1	0	1	1	1	1	1
ZNF37A	0	1	0	1	1	1	1	1
ZNF385B	0	0	1	0	1	1	1	1
ZNF407	1	0	0	1	0.0391460223242503	1	0.0391460223242503	1
ZNF408	0	1	0	1	1	1	1	1
ZNF41	0	1	0	1	1	1	1	1
ZNF418	0	1	0	1	1	1	1	1
ZNF43	0	1	0	1	1	1	1	1
ZNF436	0	1	0	1	1	1	1	1
ZNF441	0	1	0	1	1	1	1	1
ZNF445	0	0	1	0	1	1	1	1
ZNF446	0	0	1	0	1	1	1	1
ZNF449	0	1	0	1	1	1	1	1
ZNF469	0	2	0	2	1	1	1	1
ZNF496	0	1	0	1	1	1	1	1
ZNF500	0	2	0	2	1	1	1	1
ZNF502	0	1	0	1	1	1	1	1
ZNF510	1	0	0	1	0.0133203200709674	1	0.0133203200709674	1
ZNF512B	0	0	1	0	1	1	1	1
ZNF513	0	1	0	1	1	1	1	1
ZNF518B	0	1	0	1	1	1	1	1
ZNF521	1	0	0	1	0.02617508975621	1	0.02617508975621	1
ZNF528	0	1	0	1	1	1	1	1
ZNF536	0	1	0	1	1	1	1	1
ZNF544	0	1	0	1	1	1	1	1
ZNF548	0	1	0	1	1	1	1	1
ZNF560	1	0	1	1	0.0184879545165502	1	0.0184879545165502	1
ZNF563	0	1	0	1	1	1	1	1
ZNF57	0	0	1	0	1	1	1	1
ZNF576	0	1	0	1	1	1	1	1
ZNF607	1	1	0	2	0.0143173953251149	1	0.0143173953251149	1
ZNF609	0	1	0	1	1	1	1	1
ZNF618	0	1	0	1	1	1	1	1
ZNF623	1	0	0	1	0.00894193691327102	1	0.00894193691327102	1
ZNF638	0	1	0	1	1	1	1	1
ZNF646	0	2	0	2	1	1	1	1
ZNF652	0	1	0	1	1	1	1	1
ZNF672	1	0	0	1	0.0094681084262139	1	0.0094681084262139	1
ZNF675	0	2	0	2	1	1	1	1
ZNF683	0	1	0	1	1	1	1	1
ZNF704	0	1	0	1	1	1	1	1
ZNF707	0	0	1	0	1	1	1	1
ZNF737	0	1	0	1	1	1	1	1
ZNF746	0	1	0	1	1	1	1	1
ZNF750	0	1	0	1	1	1	1	1
ZNF764	0	1	0	1	1	1	1	1
ZNF766	1	0	0	1	0.0105747035632647	1	0.0105747035632647	1
ZNF77	0	1	0	1	1	1	1	1
ZNF778	0	0	1	0	1	1	1	1
ZNF782	0	1	0	1	1	1	1	1
ZNF783	0	0	1	0	1	1	1	1
ZNF79	0	2	0	2	1	1	1	1
ZNF804B	0	1	0	1	1	1	1	1
ZNF814	0	1	0	1	1	1	1	1
ZNF829	0	1	0	1	1	1	1	1
ZNF844	0	0	1	0	1	1	1	1
ZNF853	0	1	0	1	1	1	1	1
ZNF878	0	1	0	1	1	1	1	1
ZNFX1	0	2	0	2	1	1	1	1
ZP4	0	0	1	0	1	1	1	1
ZSCAN12	0	1	0	1	1	1	1	1
ZSCAN2	0	0	1	0	1	1	1	1
ZSCAN20	0	1	0	1	1	1	1	1
ZSCAN32	0	0	0	0	1	1	1	1
ZSWIM6	0	1	0	1	1	1	1	1
ZSWIM8	0	1	0	1	1	1	1	1
ZW10	0	1	0	1	1	1	1	1
