symbol	chr	start	end	case	control	p_value	p_value_adj
ATXN7L1	7	105245514	105517050	2	0	0.117188	1
ATXN7L3	17	42269173	42277481	1	0	0.333267	1
ATXN7L3B	12	74931607	74939210	2	1	0.277372	1
AUH	9	93976097	94124195	1	0	0.350965	1
AURKB	17	8108051	8113918	1	0	0.344066	1
AURKC	19	57742170	57746916	0	1	1	1
AUTS2	7	69063905	70258054	5	23	1	1
AVEN	15	34158428	34331377	0	3	1	1
AVIL	12	58191159	58212487	3	0	0.0414959	1
AVP	20	3063202	3065370	1	0	0.345865	1
AVPI1	10	99437181	99447080	2	0	0.118588	1
AVPR1A	12	63536539	63544722	2	1	0.276472	1
AVPR1B	1	206223632	206231639	0	1	1	1
AXDND1	1	179334855	179523870	0	1	1	1
AXIN1	16	337440	402673	4	2	0.108789	1
AXIN2	17	63524681	63557765	0	1	1	1
AXL	19	41725108	41767671	0	2	1	1
AZI2	3	28356494	28390618	1	0	0.336266	1
AZIN1	8	103838585	103906092	1	0	0.347365	1
B3GALNT2	1	235613238	235667781	1	0	0.346565	1
B3GALT5	21	40928369	41045064	6	4	0.0870913	1
B3GAT3	11	62382768	62389647	0	1	1	1
B3GLCT	13	31774073	31906413	1	0	0.341666	1
B3GNT2	2	62423248	62451866	1	0	0.338666	1
B3GNT5	3	182971032	183016292	3	0	0.0391961	1
B3GNT8	19	41931264	41934635	0	2	1	1
B3GNT9	16	67182008	67185117	1	0	0.338866	1
B3GNTL1	17	80900031	81009686	2	1	0.272473	1
B4GALNT1	12	58017193	58027138	3	0	0.0414959	1
B4GALNT2	17	47209822	47254202	3	0	0.0393961	1
B4GALNT3	12	569530	672675	0	6	1	1
B4GALNT4	11	369796	382116	2	3	0.550145	1
B4GALT3	1	161141100	161147758	1	0	0.349565	1
B4GALT6	18	29202210	29265799	1	1	0.561544	1
B4GALT7	5	177027101	177037348	1	1	0.568443	1
B4GAT1	11	66112843	66115163	1	0	0.339266	1
B9D2	19	41860326	41870078	0	1	1	1
BAALC	8	104152938	104242533	1	0	0.347365	1
BAAT	9	104122699	104145801	2	0	0.119188	1
BABAM1	19	17378159	17392058	4	1	0.0461954	1
BAD	11	64037302	64052176	3	0	0.0380962	1
BAG2	6	57037124	57054631	1	1	0.562844	1
BAG3	10	121410882	121437331	2	1	0.270973	1
BAHCC1	17	79369275	79433358	3	1	0.116688	1
BAHD1	15	40731920	40760441	1	0	0.337366	1
BAIAP2	17	79008922	79091232	1	6	1	1
BAIAP2L1	7	97920963	98030380	4	1	0.0511949	1
BAIAP2L2	22	38480896	38506677	1	0	0.346165	1
BARD1	2	215590370	215674435	3	0	0.0412959	1
BARHL2	1	91177096	91182794	1	0	0.339866	1
BARX1	9	96713904	96717654	1	0	0.350965	1
BATF	14	75988768	76013358	1	0	0.329967	1
BATF2	11	64755415	64764517	1	0	0.344666	1
BATF3	1	212859760	212873327	1	0	0.343666	1
BAX	19	49458072	49465055	0	1	1	1
BAZ1A	14	35221937	35344853	2	0	0.115488	1
BAZ2A	12	56989380	57030600	1	0	0.347865	1
BAZ2B	2	160175490	160473203	1	1	0.564544	1
BBOX1	11	27062272	27149356	0	2	1	1
BBS1	11	66278077	66301098	1	0	0.339266	1
BBS10	12	76738254	76742222	2	1	0.277372	1
BBS5	2	170335688	170363165	3	0	0.0426957	1
BBS9	7	33168856	33645680	4	4	0.278472	1
BBX	3	107241783	107530171	0	1	1	1
BCAP29	7	107220422	107269615	1	1	0.570643	1
BCAR1	16	75262085	75301951	2	0	0.116988	1
BCAR3	1	94027343	94312706	1	1	0.562344	1
BCAS1	20	52553316	52687133	98	589	1	1
BCAS3	17	58754814	59470199	4	6	0.465153	1
BCAT1	12	24962956	25102393	1	0	0.343466	1
BCDIN3D	12	50229822	50236912	1	0	0.337866	1
BCHE	3	165490692	165555260	2	1	0.275572	1
BCKDHA	19	41903365	41937250	0	2	1	1
BCKDHB	6	80816364	81055987	0	1	1	1
BCKDK	16	31117428	31124112	2	1	0.265473	1
BCL11A	2	60678302	60780702	1	0	0.338666	1
BCL2	18	60790579	60987361	0	1	1	1
BCL2L10	15	52401460	52404972	1	0	0.343566	1
BCL2L11	2	111876955	111926024	4	1	0.049595	1
BCL2L13	22	18111621	18213621	16	15	0.0613939	1
BCL2L15	1	114420790	114430169	0	1	1	1
BCL6	3	187439165	187463515	1	0	0.332667	1
BCL7C	16	30844947	30906281	1	1	0.567043	1
BCL9	1	147013182	147098017	1	71	1	1
BCO1	16	81272053	81324747	0	4	1	1
BCO2	11	112046190	112095422	4	3	0.185381	1
BCR	22	23521891	23660224	4	1	0.0508949	1
BCS1L	2	219523487	219528166	1	0	0.343966	1
BDH2	4	104000592	104021040	1	0	0.344666	1
BDP1	5	70751442	70863647	0	1	1	1
BEAN1	16	66461200	66527432	2	0	0.113889	1
BECN2	1	242121069	242122364	2	0	0.115588	1
BEND3	6	107386386	107436473	1	0	0.337866	1
BEST2	19	12862516	12869272	3	1	0.124688	1
BET1	7	93592074	93633694	3	0	0.0408959	1
BFAR	16	14726672	14763093	1	1	0.560844	1
BFSP2	3	133118839	133194066	1	0	0.337166	1
BHLHA15	7	97840739	97842291	3	0	0.0413959	1
BHLHE22	8	65492924	65496185	1	0	0.340266	1
BHLHE23	20	61637279	61638387	3	1	0.116888	1
BHLHE41	12	26272959	26278060	0	1	1	1
BHMG1	19	46236509	46267792	1	0	0.351465	1
BICD2	9	95473645	95527094	1	0	0.350965	1
BID	22	18216904	18257536	16	15	0.0613939	1
BIK	22	43506754	43525718	2	1	0.261774	1
BIN1	2	127805603	127864931	0	1	1	1
BIRC6	2	32582096	32843966	0	1	1	1
BIRC7	20	61867235	61871859	3	0	0.0382962	1
BIVM	13	103451399	103493885	4	6	0.455154	1
BIVM-ERCC5	13	103459704	103524748	4	7	0.546345	1
BLACE	7	155149680	155160629	1	0	0.339566	1
BLCAP	20	36120874	36156333	1	0	0.334667	1
BLM	15	91260558	91359395	1	0	0.343066	1
BLNK	10	97951458	98031344	2	0	0.118588	1
BLOC1S3	19	45682003	45685059	0	1	1	1
BLOC1S4	4	6717782	6719398	3	0	0.0382962	1
BLOC1S5	6	8013800	8064647	4	1	0.050295	1
BLOC1S5-TXNDC5	6	7881755	8064597	4	1	0.050295	1
BLVRA	7	43798279	43846941	3	0	0.0388961	1
BLZF1	1	169337208	169365778	1	0	0.336366	1
BMF	15	40380091	40401093	1	0	0.337366	1
BMP1	8	22022249	22069839	1	0	0.345265	1
BMP10	2	69092613	69098649	1	0	0.350565	1
BMP3	4	81952119	81978685	2	0	0.115188	1
BMP4	14	54416454	54425479	3	0	0.0410959	1
BMP6	6	7727030	7881655	4	2	0.154585	1
BMPER	7	33944523	34195484	2	3	0.554045	1
BMPR1B	4	95679119	96079599	3	2	0.226877	1
BMS1	10	43278249	43330385	0	3	1	1
BNC2	9	16409501	16870841	0	2	1	1
BOC	3	112929850	113006306	0	1	1	1
BOD1L1	4	13570362	13629347	1	0	0.339266	1
BOK	2	242498136	242513553	1	3	1	1
BOLA2	16	29454377	29466285	3	2	0.223278	1
BOLL	2	198591603	198651486	2	0	0.114089	1
BORCS5	12	12510013	12622628	4	11	1	1
BORCS6	17	8091651	8094225	1	0	0.344066	1
BORCS7	10	104613980	104624718	1	1	0.571243	1
BORCS7-ASMT	10	104614029	104661656	1	1	0.571243	1
BORCS8	19	19287712	19303400	1	0	0.342366	1
BORCS8-MEF2B	19	19256376	19302967	1	0	0.342366	1
BPGM	7	134331560	134364565	1	0	0.345965	1
BPI	20	36888551	36965907	1	0	0.334667	1
BPIFA2	20	31749574	31769218	1	1	0.564944	1
BPIFA3	20	31805116	31815564	1	0	0.346865	1
BPNT1	1	220230824	220263804	1	1	0.567843	1
BPTF	17	65821640	65980494	2	0	0.115088	1
BRAT1	7	2577511	2595361	2	0	0.113589	1
BRCA1	17	41196312	41322262	3	0	0.040496	1
BRD1	22	50166931	50221160	7	3	0.0221978	1
BRD4	19	15346330	15443356	2	0	0.117688	1
BRD9	5	850406	892939	7	89	1	1
BRDT	1	92414928	92479983	1	0	0.339866	1
BRF1	14	105675623	105781926	10	540	1	1
BRI3	7	97881691	97939753	4	1	0.0511949	1
BRI3BP	12	125478246	125515777	1	1	0.569643	1
BRINP3	1	190066792	190447534	3	129	1	1
BRIP1	17	59758627	59940882	1	0	0.343966	1
BRK1	3	10157276	10168874	3	1	0.116688	1
BRMS1	11	66104804	66112596	1	0	0.339266	1
BRSK1	19	55793440	55823901	1	0	0.340166	1
BRSK2	11	1411129	1483919	1	1	0.561444	1
BSCL2	11	62457747	62477317	0	1	1	1
BSN	3	49591922	49708978	1	0	0.337966	1
BSND	1	55464606	55476556	0	1	1	1
BSPH1	19	48471303	48495427	0	8	1	1
BTAF1	10	93683526	93790082	1	0	0.336766	1
BTBD16	10	124030821	124097677	1	0	0.334367	1
BTBD17	17	72352555	72358085	1	1	0.566143	1
BTBD18	11	57510986	57519253	1	0	0.348565	1
BTBD19	1	45274154	45281257	1	0	0.336066	1
BTBD2	19	1985437	2034880	2	0	0.110889	1
BTBD3	20	11871371	11907257	3	0	0.039696	1
BTBD6	14	105714827	105717430	0	463	1	1
BTBD8	1	92545862	92613393	1	0	0.339866	1
BTBD9	6	38136227	38607924	2	3	0.561044	1
BTG1	12	92534054	92539673	2	0	0.116888	1
BTG4	11	111338251	111383079	2	0	0.113689	1
BTLA	3	112182815	112218408	0	1	1	1
BTN1A1	6	26501449	26510650	1	3	1	1
BTN2A1	6	26458132	26476849	3	17	1	1
BTN2A2	6	26383324	26395102	0	1	1	1
BTN3A1	6	26402465	26415444	0	1	1	1
BTN3A2	6	26365387	26378548	0	1	1	1
BTN3A3	6	26440700	26453643	3	17	1	1
BTRC	10	103113790	103317078	2	0	0.116788	1
BUB1	2	111395275	111435691	6	2	0.0229977	1
BUB1B	15	40453224	40513337	1	0	0.337366	1
BUB3	10	124913793	124929983	1	0	0.342866	1
BUD13	11	116618886	116643704	1	0	0.332867	1
BUD31	7	99006264	99017239	3	1	0.120188	1
BX088651.2	9	44325916	44326077	14	29	1	1
BX255923.1	9	69252845	69254032	0	6	1	1
BX842679.1	1	147631967	147632428	0	3	1	1
BYSL	6	41888926	41900784	2	0	0.115988	1
BZW2	7	16685756	16746148	1	0	0.345465	1
C10orf11	10	77191211	78319925	1	4	1	1
C10orf12	10	98741041	98745969	2	0	0.118588	1
C10orf120	10	124457225	124459338	1	0	0.342866	1
C10orf128	10	50362770	50396630	2	1	0.269273	1
C10orf131	10	97667360	97698480	3	0	0.039696	1
C10orf53	10	50887697	50918307	2	1	0.269273	1
C10orf62	10	99349484	99350691	2	0	0.118588	1
C10orf71	10	50507238	50535532	2	1	0.269273	1
C10orf88	10	124690419	124713919	1	0	0.342866	1
C11orf1	11	111749659	111756699	2	0	0.113689	1
C11orf21	11	2316875	2324279	0	1	1	1
C11orf24	11	68028803	68039469	2	0	0.118188	1
C11orf31	11	57508722	57511026	1	0	0.348565	1
C11orf40	11	4592653	4599050	1	6	1	1
C11orf49	11	46958240	47185936	0	1	1	1
C11orf52	11	111788756	111797596	2	0	0.113689	1
C11orf53	11	111126707	111157126	2	0	0.113689	1
C11orf57	11	111944810	111955874	2	0	0.113689	1
C11orf65	11	108179246	108338258	2	0	0.113689	1
C11orf70	11	101918174	101955291	0	1	1	1
C11orf71	11	114262165	114271272	1	1	0.556944	1
C11orf73	11	86013253	86056973	1	0	0.350365	1
C11orf74	11	36616043	36680840	0	1	1	1
C11orf80	11	66511922	66610799	1	0	0.339266	1
C11orf84	11	63580860	63595190	1	0	0.344666	1
C11orf85	11	64704989	64739557	1	0	0.344666	1
C11orf86	11	66742748	66744475	1	0	0.339266	1
C11orf87	11	109292846	109299840	2	0	0.113689	1
C11orf88	11	111385510	111407756	2	0	0.113689	1
C11orf94	11	45928064	45928833	1	0	0.336966	1
C11orf95	11	63527364	63536247	1	0	0.344666	1
C11orf98	11	62430288	62432689	0	1	1	1
C12orf29	12	88427623	88443937	2	0	0.125487	1
C12orf40	12	40019969	40302102	2	0	0.112889	1
C12orf43	12	121438289	121454305	0	1	1	1
C12orf49	12	117147990	117175875	1	0	0.341066	1
C12orf50	12	88373812	88427814	2	1	0.272473	1
C12orf56	12	64658542	64784972	1	0	0.349365	1
C12orf60	12	14956506	15059520	0	1	1	1
C12orf66	12	64580096	64616076	1	0	0.349365	1
C12orf71	12	27233991	27235447	2	0	0.113489	1
C12orf74	12	93096619	93102325	1	0	0.339366	1
C14orf105	14	57936019	57960585	2	0	0.114989	1
C14orf142	14	93669239	93673439	0	1	1	1
C14orf159	14	91526677	91691976	1	0	0.340166	1
C14orf177	14	99177950	99184098	8	55	1	1
C14orf28	14	45366498	45376460	1	2	1	1
C14orf37	14	58466453	58764857	1	0	0.338166	1
C14orf39	14	60863187	60982261	1	0	0.338166	1
C14orf79	14	105452112	105476819	0	234	1	1
C14orf80	14	105956192	105965912	1	359	1	1
C15orf38-AP3S2	15	90377540	90456114	1	0	0.343066	1
C15orf39	15	75487984	75504510	0	1	1	1
C15orf41	15	36871812	37102449	3	1	0.120388	1
C15orf43	15	45248900	45271427	0	1	1	1
C15orf52	15	40623653	40633168	1	0	0.337366	1
C15orf53	15	38988799	38992239	2	0	0.115388	1
C15orf57	15	40820882	40857256	1	0	0.337366	1
C15orf59	15	74027772	74045088	0	1	1	1
C15orf61	15	67813406	67822481	1	0	0.341966	1
C15orf62	15	41062278	41064647	0	1	1	1
C16orf13	16	684427	686366	7	4	0.0413959	1
C16orf45	16	15528152	15718885	9	11	0.211879	1
C16orf46	16	81087102	81110872	0	1	1	1
C16orf52	16	22018959	22098855	11	13	0.161284	1
C16orf58	16	31500792	31520630	0	1	1	1
C16orf70	16	67143861	67182442	1	0	0.338866	1
C16orf71	16	4784273	4799397	2	0	0.118888	1
C16orf74	16	85723690	85784735	2	2	0.421358	1
C16orf86	16	67700719	67702661	1	0	0.338866	1
C16orf89	16	5094123	5116111	2	3	0.551845	1
C16orf90	16	3543484	3545480	4	1	0.0469953	1
C16orf95	16	87117168	87351026	6	2	0.0215978	1
C16orf96	16	4606491	4650715	2	0	0.118888	1
C17orf51	17	21428051	21477722	6	13	1	1
C17orf58	17	65987217	65989765	2	0	0.115088	1
C17orf62	17	80400465	80408705	2	3	0.554545	1
C17orf64	17	58469790	58508782	1	0	0.343966	1
C17orf89	17	79213039	79215081	0	2	1	1
C18orf21	18	33552046	33559249	1	0	0.336866	1
C18orf63	18	71983048	72026422	0	1	1	1
C19orf12	19	30189793	30206696	2	0	0.112089	1
C19orf18	19	58469805	58485902	1	0	0.342366	1
C19orf38	19	10947251	10980466	2	1	0.275672	1
C19orf43	19	12841454	12845589	3	1	0.124688	1
C19orf44	19	16607122	16632163	3	0	0.0381962	1
C19orf52	19	11039409	11044211	2	0	0.120888	1
C19orf53	19	13884982	13889276	2	0	0.117288	1
C19orf57	19	13993161	14017265	3	0	0.040196	1
C19orf60	19	18699495	18703146	2	0	0.117088	1
C19orf66	19	10196798	10203928	1	2	1	1
C19orf67	19	14192431	14196687	2	1	0.278772	1
C19orf71	19	3539152	3544028	1	0	0.329367	1
C19orf73	19	49621654	49622397	0	36	1	1
C19orf80	19	11348126	11352619	2	0	0.120888	1
C1D	2	68268262	68338080	1	0	0.350565	1
C1GALT1	7	7196565	7288282	2	8	1	1
C1GALT1C1L	2	43902290	43903461	0	1	1	1
C1orf100	1	244515937	244552965	4	2	0.107589	1
C1orf101	1	244617679	244804479	4	3	0.185781	1
C1orf106	1	200860176	200884863	1	0	0.339966	1
C1orf111	1	162342993	162346660	1	0	0.348065	1
C1orf127	1	11006528	11042094	3	0	0.0378962	1
C1orf131	1	231359509	231376933	2	0	0.118188	1
C1orf146	1	92683497	92711370	1	0	0.339866	1
C1orf158	1	12806163	12823847	1	98	1	1
C1orf159	1	1017198	1051741	2	137	1	1
C1orf167	1	11821844	11849642	3	0	0.0378962	1
C1orf174	1	3805689	3816857	2	0	0.112789	1
C1orf186	1	206238872	206288647	1	1	0.558844	1
C1orf198	1	230972865	231005335	1	1	0.567243	1
C1orf204	1	159804264	159825137	1	0	0.349565	1
C1orf226	1	162336698	162356608	1	0	0.348065	1
C1orf233	1	1533392	1535476	1	0	0.335066	1
C1orf234	1	23337327	23342343	2	0	0.119488	1
C1orf27	1	186344970	186390510	0	1	1	1
C1orf74	1	209952553	209957904	1	1	0.566343	1
C1orf87	1	60452941	60539442	0	1	1	1
C1QA	1	22962999	22966101	2	0	0.119488	1
C1QB	1	22979255	22988031	2	0	0.119488	1
C1QBP	17	5336097	5352150	1	0	0.341866	1
C1QC	1	22970123	22974603	2	0	0.119488	1
C1QL3	10	16555742	16564004	1	0	0.343766	1
C1QTNF2	5	159774758	159797648	1	0	0.337366	1
C1QTNF3	5	34019553	34043937	1	1	0.577042	1
C1QTNF3-AMACR	5	33987279	34124633	1	2	1	1
C1QTNF7	4	15341442	15447790	0	1	1	1
C1QTNF8	16	1140005	1146244	5	61	1	1
C1QTNF9	13	24881304	24896673	5	1	0.020298	1
C20orf144	20	32250090	32253425	1	0	0.340666	1
C20orf173	20	34111014	34117481	1	0	0.340666	1
C20orf194	20	3229951	3388272	1	0	0.345865	1
C20orf195	20	62179244	62188061	2	6	1	1
C20orf196	20	5731039	5844558	3	1	0.116988	1
C20orf202	20	1184098	1188918	0	1	1	1
C20orf24	20	35234137	35240960	1	0	0.334667	1
C20orf27	20	3734155	3749034	2	0	0.117388	1
C20orf85	20	56725960	56736206	1	0	0.338766	1
C20orf96	20	251504	271419	1	1	0.567843	1
C21orf2	21	45748827	45759285	2	0	0.119688	1
C21orf33	21	45553487	45565605	3	1	0.118788	1
C21orf58	21	47720095	47743789	2	0	0.116788	1
C21orf59	21	33964389	33985176	5	1	0.020098	1
C22orf15	22	24105208	24108048	0	122	1	1
C22orf23	22	38339057	38349676	1	0	0.346165	1
C22orf31	22	29454660	29457832	6	2	0.0233977	1
C22orf46	22	42084943	42094140	2	0	0.119588	1
C2CD3	11	73723759	73882255	0	2	1	1
C2CD5	12	22601517	22697480	1	0	0.343466	1
C2orf42	2	70377012	70475747	1	0	0.350565	1
C2orf47	2	200820040	200873263	1	0	0.336466	1
C2orf54	2	241825465	241836306	1	0	0.336966	1
C2orf66	2	197669726	197675000	2	0	0.114089	1
C2orf69	2	200775979	200820658	1	0	0.336466	1
C2orf73	2	54557171	54610879	0	3	1	1
C2orf74	2	61372203	61391964	1	0	0.338666	1
C2orf80	2	209030067	209054797	4	10	1	1
C2orf82	2	233721980	233743418	1	0	0.336966	1
C3orf17	3	112721287	112738708	0	1	1	1
C3orf18	3	50595456	50608458	1	0	0.337966	1
C3orf20	3	14716606	14814541	0	1	1	1
C3orf22	3	126245842	126277808	1	0	0.343166	1
C3orf33	3	155480406	155524140	2	2	0.428757	1
C3orf36	3	133646989	133648656	2	0	0.114989	1
C3orf58	3	143690640	143767561	3	1	0.115888	1
C3orf62	3	49306035	49315342	1	0	0.337966	1
C3orf70	3	184795838	184870802	1	0	0.342866	1
C3orf80	3	159943423	159946000	1	0	0.344166	1
C3orf84	3	49215065	49229291	1	0	0.337966	1
C4BPA	1	207277607	207318317	0	1	1	1
C4orf17	4	100432161	100463460	2	1	0.269773	1
C4orf22	4	81256874	81884910	2	0	0.115188	1
C4orf26	4	76481258	76491095	0	1	1	1
C4orf3	4	120217574	120225600	0	1	1	1
C4orf32	4	113066553	113116412	0	1	1	1
C4orf50	4	5899318	5991545	3	0	0.0382962	1
C4orf51	4	146601356	146692184	3	0	0.0394961	1
C5AR1	19	47793280	47825323	0	2	1	1
C5AR2	19	47835404	47850584	0	3	1	1
C5orf15	5	133291193	133304478	1	0	0.352465	1
C5orf22	5	31532373	31555165	1	0	0.347365	1
C5orf28	5	43444354	43483995	1	0	0.344966	1
C5orf34	5	43486803	43515247	1	0	0.344966	1
C5orf38	5	2752245	2755511	0	1	1	1
C5orf46	5	147260289	147286101	1	1	0.563544	1
C5orf56	5	131746328	131811736	1	0	0.352465	1
C5orf63	5	126378250	126409184	1	1	0.564744	1
C5orf67	5	55807394	55902059	1	0	0.341866	1
C6orf10	6	32256303	32339689	1	0	0.335866	1
C6orf132	6	42068856	42110357	2	2	0.416358	1
C6orf163	6	88054567	88075181	3	0	0.0410959	1
C6orf203	6	107349417	107372546	1	0	0.337866	1
C6orf223	6	43968317	43973695	1	1	0.565243	1
C6orf226	6	42858003	42858554	2	0	0.115988	1
C6orf229	6	24797549	24799117	0	1	1	1
C6orf52	6	10671651	10695030	5	2	0.0482952	1
C6orf58	6	127840600	127912962	2	0	0.117988	1
C6orf62	6	24705089	24721064	0	1	1	1
C7	5	40909354	40983041	0	1	1	1
C7orf25	7	42948325	42951904	3	0	0.0388961	1
C7orf26	7	6629648	6648357	3	0	0.0422958	1
C7orf31	7	25174316	25219975	2	0	0.117188	1
C7orf49	7	134777115	134855547	1	0	0.345965	1
C7orf50	7	1036622	1177896	2	7	1	1
C7orf55	7	139024203	139031065	2	0	0.117188	1
C7orf55-LUC7L2	7	139026106	139107345	2	0	0.117188	1
C7orf57	7	48075108	48100901	2	0	0.121588	1
C7orf60	7	112459202	112579971	2	0	0.118088	1
C7orf62	7	88423420	88425035	2	0	0.112289	1
C7orf73	7	135347244	135378166	1	0	0.345965	1
C7orf77	7	124417346	124430743	0	2	1	1
C8orf22	8	49966870	49988649	0	1	1	1
C8orf33	8	146277764	146281416	3	0	0.0391961	1
C8orf37	8	96257147	96281429	1	1	0.564444	1
C8orf88	8	91970865	91997485	3	0	0.039896	1
C9orf116	9	138387027	138393580	3	0	0.0370963	1
C9orf129	9	96080481	96108696	1	0	0.350965	1
C9orf152	9	112952328	112970469	2	0	0.113289	1
C9orf3	9	97488983	97849500	2	1	0.274173	1
C9orf38	9	6467618	6470375	1	1	0.565543	1
C9orf40	9	77561497	77567802	1	0	0.344366	1
C9orf47	9	91605778	91611055	1	0	0.350965	1
C9orf57	9	74666292	74687637	1	0	0.339766	1
C9orf64	9	86553226	86571901	1	0	0.339966	1
C9orf66	9	212824	215741	3	6	1	1
C9orf72	9	27546543	27573864	0	1	1	1
C9orf84	9	114448453	114557288	3	0	0.0419958	1
C9orf9	9	135753414	135765588	0	1	1	1
CA10	17	49707674	50237377	1	1	0.573143	1
CA12	15	63613577	63674360	1	0	0.345465	1
CA4	17	58227297	58248260	1	0	0.343966	1
CA6	1	9005926	9035151	5	2	0.0516948	1
CA7	16	66878282	66888056	1	0	0.338866	1
CA8	8	61099906	61193971	2	0	0.116188	1
CAB39L	13	49882786	50018262	1	2	1	1
CABLES2	20	60963688	60982341	3	1	0.118788	1
CABP2	11	67286383	67290899	1	3	1	1
CABP4	11	67219877	67227784	1	0	0.344266	1
CABP5	19	48533210	48547310	0	8	1	1
CABS1	4	71200683	71202833	4	4	0.273173	1
CACNA1A	19	13317256	13734804	3	1	0.120288	1
CACNA1C	12	2079952	2807116	103	611	1	1
CACNA1D	3	53528683	53847760	0	1	1	1
CACNA1E	1	181382238	181777219	0	2	1	1
CACNA1G	17	48638429	48704835	0	4	1	1
CACNA1H	16	1203241	1271771	9	57	1	1
CACNA1S	1	201008640	201081694	1	0	0.339966	1
CACNA2D1	7	81575760	82073114	0	2	1	1
CACNA2D2	3	50400230	50541675	1	0	0.337966	1
CACNA2D3	3	54156574	55108584	0	7	1	1
CACNA2D4	12	1901123	2028002	2	2	0.422458	1
CACNB2	10	18429606	18830798	1	2	1	1
CACNB4	2	152689290	152955593	0	2	1	1
CACNG1	17	65040706	65052913	1	0	0.338766	1
CACNG3	16	24266874	24374122	1	0	0.344566	1
CACNG4	17	64961026	65029514	1	0	0.338766	1
CACNG5	17	64831235	64881603	1	0	0.338766	1
CADM1	11	115039938	115375675	2	2	0.416958	1
CADM2	3	85008132	86123579	4	11	1	1
CADM3	1	159141399	159173103	1	0	0.349565	1
CADPS	3	62384021	62861064	0	32	1	1
CADPS2	7	121958479	122526813	0	2	1	1
CAGE1	6	7326889	7389976	4	1	0.050295	1
CALB1	8	91070836	91107703	1	0	0.341266	1
CALB2	16	71392616	71424341	1	0	0.336466	1
CALCOCO2	17	46908350	46943884	3	0	0.0393961	1
CALCR	7	93053799	93204042	3	1	0.118088	1
CALCRL	2	188207856	188313187	1	2	1	1
CALD1	7	134429003	134655479	1	1	0.574343	1
CALM1	14	90862846	90874605	1	0	0.340166	1
CALML3	10	5565972	5568734	1	0	0.351365	1
CALML4	15	68483043	68498448	1	0	0.341966	1
CALML5	10	5540660	5541518	1	0	0.351365	1
CALN1	7	71244476	71912136	1	8	1	1
CALR	19	13049392	13055303	3	1	0.124688	1
CALR3	19	16589868	16607003	3	0	0.0381962	1
CALY	10	135137576	135150439	10	15	0.344966	1
CAMK1D	10	12391481	12877545	1	3	1	1
CAMK1G	1	209757062	209787283	0	1	1	1
CAMK2N1	1	20808884	20812713	3	0	0.0419958	1
CAMK2N2	3	183977001	183979251	3	0	0.040496	1
CAMKK2	12	121675494	121736111	0	1	1	1
CAMKMT	2	44589089	44999731	5	17	1	1
CAMKV	3	49895421	49907655	1	0	0.337966	1
CAMP	3	48264837	48266981	1	0	0.337966	1
CAMSAP1	9	138700333	138799074	3	0	0.0370963	1
CAMSAP2	1	200708686	200829832	1	0	0.339966	1
CAND2	3	12837971	12913415	0	1	1	1
CAP2	6	17393447	17558023	3	1	0.121688	1
CAPN1	11	64948037	64979477	1	0	0.344666	1
CAPN10	2	241526133	241557122	1	0	0.336966	1
CAPN11	6	44126548	44152139	1	1	0.565243	1
CAPN13	2	30945637	31043408	1	0	0.343166	1
CAPN14	2	31395922	31456724	1	6	1	1
CAPN3	15	42651698	42704516	0	1	1	1
CAPN9	1	230883130	230937749	1	0	0.346065	1
CAPRIN1	11	34073230	34122703	0	1	1	1
CAPS2	12	75669759	75784708	2	1	0.277372	1
CAPZA1	1	113161795	113214241	0	1	1	1
CAPZA2	7	116451124	116562103	1	0	0.332467	1
CAPZB	1	19665270	19812033	3	0	0.0340966	1
CARD10	22	37886400	37915549	1	0	0.346165	1
CARD11	7	2945775	3083579	3	1	0.118488	1
CARD14	17	78143791	78183130	3	0	0.039696	1
CARD16	11	104912053	104972158	1	1	0.555844	1
CARD17	11	104963196	104972158	1	0	0.332867	1
CARD18	11	105008448	105010453	1	0	0.332867	1
CARD19	9	95858500	95875565	1	0	0.350965	1
CARD8	19	48684027	48759203	2	0	0.119588	1
CARD9	9	139256355	139268133	10	6	0.0213979	1
CARM1	19	10982189	11033746	2	1	0.275672	1
CARNS1	11	67182439	67193078	1	0	0.344266	1
CARTPT	5	71014990	71016875	2	0	0.114189	1
CASC1	12	25261354	25348096	1	0	0.343466	1
CASC3	17	38296571	38328436	1	0	0.339266	1
CASC4	15	44580927	44707956	0	2	1	1
CASC5	15	40886218	40956540	0	1	1	1
CASD1	7	94138531	94186331	3	0	0.0408959	1
CASP1	11	104896170	104905977	1	1	0.555844	1
CASP10	2	202047604	202094129	0	2	1	1
CASP14	19	15160195	15169104	2	1	0.277572	1
CASP4	11	104813593	104840163	1	1	0.555844	1
CASP5	11	104864962	104893895	1	1	0.555844	1
CASP8	2	202098166	202152434	0	2	1	1
CASQ1	1	160160346	160171676	1	0	0.349565	1
CAST	5	95860971	96115299	0	1	1	1
CASZ1	1	10696661	10856707	5	31	1	1
CATIP	2	219221579	219232822	1	0	0.343966	1
CATSPER2	15	43920701	43960316	19	49	1	1
CATSPERD	19	5720688	5778745	0	2	1	1
CAV1	7	116164839	116201238	1	0	0.332467	1
CAV2	7	115927434	116148595	1	1	0.556744	1
CAV3	3	8775486	8883492	4	1	0.0490951	1
CBARP	19	1228286	1238026	5	3	0.0969903	1
CBFA2T2	20	32077881	32237842	1	0	0.340666	1
CBFA2T3	16	88941266	89043612	4	12	1	1
